filename	sentno	begin	end	gender	number	category	mentions
Multatuli_MaxHavelaar	9	12	14	n	sg	ORG.misc	de beurs, de beurs, de beurs, de beurs, de beurs, de beurs, de beurs, de beurs, de beurs, de beurs
Multatuli_MaxHavelaar	9	24	25	fm	sg	PER.misc	men
Multatuli_MaxHavelaar	9	25	26	fm	sg	PER.misc	iemand, die
Multatuli_MaxHavelaar	9	28	29	n	sg	PKM.in	ondervinding
Multatuli_MaxHavelaar	11	5	7	n	pl	MISC	de oorzaken, die
Multatuli_MaxHavelaar	11	20	23	n	sg	PKM.in	de verkeerde richting, die
Multatuli_MaxHavelaar	11	25	27	fm	pl	PER.misc	de meesten, hun
Multatuli_MaxHavelaar	12	3	7	n	pl	PKM.in	waarheid en gezond verstand, hier
Multatuli_MaxHavelaar	13	1	3	n	sg	ORG.com	de Schrift, de Schrift
Multatuli_MaxHavelaar	13	6	8	n	sg	MISC	een uitzondering, uitzondering, de uitzondering, het
Multatuli_MaxHavelaar	14	0	2	n	sg	PKM.in	De fout
Multatuli_MaxHavelaar	14	5	7	m	sg	PER.nfic	Van Alphen, dien ouden heer, zich, een aanbidder van mijn zusje Truitje, hij, hij, u, ge, u, u, Van Alphen, Hij, hij
Multatuli_MaxHavelaar	14	13	16	n	sg	MISC	den eersten regel
Multatuli_MaxHavelaar	14	13	21	n	pl	MISC	"den eersten regel over die "" lieve wichtjes"
Multatuli_MaxHavelaar	14	19	21	fm	pl	PER.misc	lieve wichtjes
Multatuli_MaxHavelaar	15	14	17	f	sg	PER.fic	mijn zusje Truitje, die
Multatuli_MaxHavelaar	15	18	20	n	pl	PKM.uit	zeere oogen
Multatuli_MaxHavelaar	15	24	27	m	sg	PER.fic	mijn broêr Gerrit, die, zijn
Multatuli_MaxHavelaar	15	30	32	n	sg	PKM.uit	zijn neus
Multatuli_MaxHavelaar	16	9	11	n	pl	PKM.in	die versjes
Multatuli_MaxHavelaar	17	20	22	n	pl	OBJ	de marmerknikkers
Multatuli_MaxHavelaar	17	31	33	n	sg	PKM.in	mijn naam
Multatuli_MaxHavelaar	17	46	48	fm	sg	PER.misc	een leugenaar
Multatuli_MaxHavelaar	19	10	11	fm	pl	PER.misc	ons, ons, We
Multatuli_MaxHavelaar	19	13	15	m	sg	PER.misc	mijn vader, mijn beste vrind
Multatuli_MaxHavelaar	19	24	26	fm	sg	PER.misc	Pauweltje Winser, die
Multatuli_MaxHavelaar	19	32	34	n	sg	LOC.lijn	de Batavierstraat
Multatuli_MaxHavelaar	19	37	40	fm	sg	PER.misc	mijn kleine hond
Multatuli_MaxHavelaar	22	3	5	n	sg	PKM.in	de opvoeding
Multatuli_MaxHavelaar	23	0	3	n	sg	MISC	Het nieuwe zusjen
Multatuli_MaxHavelaar	23	5	7	f	sg	PER.misc	de groenvrouw
Multatuli_MaxHavelaar	23	9	12	n	sg	OBJ	een groote kool
Multatuli_MaxHavelaar	24	0	2	fm	pl	PER.misc	Alle Hollanders
Multatuli_MaxHavelaar	25	0	2	fm	pl	PER.misc	De Romeinen, hen
Multatuli_MaxHavelaar	25	5	7	fm	pl	PER.misc	de Batavieren
Multatuli_MaxHavelaar	26	0	4	m	sg	PER.fic	De Beij van Tunis, hij
Multatuli_MaxHavelaar	26	3	4	n	sg	LOC.bc	Tunis
Multatuli_MaxHavelaar	26	5	7	n	sg	PKM.in	een kolijk
Multatuli_MaxHavelaar	26	13	16	n	sg	MISC	de nederlandsche vlag
Multatuli_MaxHavelaar	27	0	4	m	sg	PER.misc	De hertog van Alva, een ondier
Multatuli_MaxHavelaar	28	0	2	n	sg	MISC	De eb
Multatuli_MaxHavelaar	28	16	17	n	sg	LOC.land	Nederland, Nederland, Nederland
Multatuli_MaxHavelaar	30	6	7	fm	pl	PER.misc	onze
Multatuli_MaxHavelaar	30	6	9	fm	pl	PER.misc	onze oude luî, hun, ze
Multatuli_MaxHavelaar	30	11	13	n	pl	PKM.in	hun zaken
Multatuli_MaxHavelaar	30	18	21	n	sg	MISC	het ware geloof
Multatuli_MaxHavelaar	31	2	4	n	sg	MISC	de zaak
Multatuli_MaxHavelaar	32	5	7	n	pl	PKM.in	andere leugens, leugens
Multatuli_MaxHavelaar	33	0	2	f	sg	PER.misc	Een meisjen, een engel
Multatuli_MaxHavelaar	34	0	5	fm	sg	PER.misc	Wie dit het eerst ontdekte
Multatuli_MaxHavelaar	34	8	9	fm	pl	PER.misc	zusters
Multatuli_MaxHavelaar	36	0	1	fm	sg	PER.misc	Men
Multatuli_MaxHavelaar	36	3	8	n	sg	MISC	het een of ander voorwerp
Multatuli_MaxHavelaar	36	9	13	n	sg	MISC	het einde der aarde, het einde der aarde
Multatuli_MaxHavelaar	36	12	13	n	sg	LOC.heelal	aarde, De aarde, der aarde, aarde
Multatuli_MaxHavelaar	38	9	11	f	sg	PER.misc	mijn vrouw, zij, een dochter van Last & Co, zij, ze, mijn vrouw, mijn vrouw, zich, mijn vrouw, Mijn vrouw, Ze, mijn vrouw
Multatuli_MaxHavelaar	38	17	20	fm	pl	PER.fic	Last & Co, makelaars in koffie, Last & Co, onze, Last & Co, de firma, Last & Meijer, ons, we, we, ons, er, LAST & Co, MAKELAARS IN koffie, ons, Last & Co, Last & Co, de firma, wij, onze, ons, een huis, dat, zich, zulk een huis, Last & Co, makelaars in koffie, ons huis, onzen huize, ons, Last & Co, makelaars in koffie, Last, Last en Co, de firma, makelaars in koffie, we, ons, ons, we, ons, ons, we, ons dertienen, Onze firma, Last & Co, Makelaars in koffie
Multatuli_MaxHavelaar	38	29	30	fm	pl	PER.misc	ons, ons, we, wij, ons, Onze, ons, wij, wij, òns, ons
Multatuli_MaxHavelaar	38	29	31	n	sg	PKM.in	ons huwelijk, mijn huwelijk, het huwelijk
Multatuli_MaxHavelaar	39	4	5	n	sg	ORG.com	Artis
Multatuli_MaxHavelaar	39	8	13	n	sg	OBJ	een sjaallong van twee-en-negentig gulden
Multatuli_MaxHavelaar	39	11	13	n	pl	OBJ	twee-en-negentig gulden
Multatuli_MaxHavelaar	40	7	12	n	sg	MISC	een toertje naar den Haag
Multatuli_MaxHavelaar	40	10	12	n	pl	LOC.bc	den Haag, daar, den Haag
Multatuli_MaxHavelaar	40	23	24	n	pl	OBJ	borstrokken
Multatuli_MaxHavelaar	40	33	35	n	sg	LOC.heelal	de wereld, de wereld, de wereld, Een vreemde wereld, dezer wereld, de wereld, de wereld, de wereld
Multatuli_MaxHavelaar	42	11	13	fm	pl	PER.misc	de menschen, die, zich
Multatuli_MaxHavelaar	42	17	19	n	sg	PKM.in	de tering
Multatuli_MaxHavelaar	42	20	22	n	sg	PKM.uit	den hals
Multatuli_MaxHavelaar	42	25	30	n	pl	PKM.uit	de haren uit het hoofd
Multatuli_MaxHavelaar	42	28	30	n	sg	PKM.uit	het hoofd
Multatuli_MaxHavelaar	43	4	6	n	sg	PKM.in	mijn huishouden
Multatuli_MaxHavelaar	43	21	23	f	sg	PER.misc	mijn meisjen, haar
Multatuli_MaxHavelaar	43	24	25	n	pl	PKM.in	verzen, verzen, alleen die verzen
Multatuli_MaxHavelaar	45	13	14	n	sg	PKM.in	verzenmaken, een ambacht
Multatuli_MaxHavelaar	45	22	23	n	pl	PKM.in	ivoordraaien
Multatuli_MaxHavelaar	46	3	7	n	pl	OBJ	de ulevellen met deviezen, Uhlefeldjes
Multatuli_MaxHavelaar	46	6	7	n	pl	OBJ	deviezen
Multatuli_MaxHavelaar	47	1	2	m	sg	PER.fic	Frits, Frits, Frits, Frits, hij, Frits, Frits, Frits, Frits, Frits, Hij, hij, Frits, Frits, Frits, hij, Frits, hij, Hij, hij, Frits, die, hij, zijn, Frits, Frits, Frits, Frits, Frits, Frits, Frits, Frits, die, hij, hij, Frits, Frits, Frits, hem, Frits, Frits, die, hij, hij, Frits, hem
Multatuli_MaxHavelaar	48	5	11	n	sg	MISC	den prijs van een stel billardballen
Multatuli_MaxHavelaar	48	8	11	n	sg	OBJ	een stel billardballen
Multatuli_MaxHavelaar	50	1	2	fm	sg	PER.misc	men
Multatuli_MaxHavelaar	50	2	6	n	pl	MISC	de woorden in gelid
Multatuli_MaxHavelaar	50	5	6	n	sg	MISC	gelid
Multatuli_MaxHavelaar	52	1	3	n	sg	MISC	De lucht, de lucht, de lucht
Multatuli_MaxHavelaar	54	12	14	n	pl	PKM.in	mijn woorden
Multatuli_MaxHavelaar	54	16	18	n	sg	MISC	't gelid
Multatuli_MaxHavelaar	55	0	2	m	sg	PER.misc	De verzenmaker, hem, hij
Multatuli_MaxHavelaar	55	4	10	n	sg	PKM.in	de guurheid van den eersten regel
Multatuli_MaxHavelaar	55	7	10	n	sg	PKM.in	den eersten regel
Multatuli_MaxHavelaar	57	6	8	n	sg	MISC	de maat
Multatuli_MaxHavelaar	59	1	3	n	sg	MISC	het weêr
Multatuli_MaxHavelaar	59	7	9	n	sg	MISC	de tijd
Multatuli_MaxHavelaar	60	0	3	n	sg	MISC	Eén van beiden
Multatuli_MaxHavelaar	61	9	10	n	sg	PKM.in	onwaarheid
Multatuli_MaxHavelaar	62	3	5	n	sg	LOC.punt	den schouwburg, dáár
Multatuli_MaxHavelaar	63	0	5	fm	sg	PER.misc	De held van 't stuk, hij, zijn
Multatuli_MaxHavelaar	63	3	5	n	sg	PKM.in	't stuk
Multatuli_MaxHavelaar	63	11	12	fm	sg	PER.misc	iemand, die, hem
Multatuli_MaxHavelaar	63	17	18	n	sg	MISC	bankroet
Multatuli_MaxHavelaar	64	4	7	n	sg	PKM.in	zijn halve vermogen
Multatuli_MaxHavelaar	66	3	5	n	sg	LOC.water	de Prinsengracht
Multatuli_MaxHavelaar	66	5	7	n	sg	OBJ	mijn hoed, hem
Multatuli_MaxHavelaar	66	17	19	m	sg	PER.misc	den man, die, hij, hij
Multatuli_MaxHavelaar	66	24	26	n	sg	OBJ	een dubbeltje
Multatuli_MaxHavelaar	67	13	14	n	sg	MISC	er
Multatuli_MaxHavelaar	68	7	9	n	sg	PKM.in	die wijs
Multatuli_MaxHavelaar	69	5	10	n	sg	PKM.in	zulke vertooningen op het tooneel
Multatuli_MaxHavelaar	69	8	10	n	sg	ORG.misc	het tooneel, dat tooneel, dat alles, het tooneel, het tooneel, het tooneel, een tooneel
Multatuli_MaxHavelaar	69	11	13	fm	sg	PER.misc	het publiek, zich
Multatuli_MaxHavelaar	69	17	20	n	pl	PKM.in	al die onwaarheden, ze
Multatuli_MaxHavelaar	70	3	4	n	sg	PKM.in	lust
Multatuli_MaxHavelaar	70	4	7	n	sg	LOC.punt	zoo'n heel parterre
Multatuli_MaxHavelaar	71	4	5	n	sg	PKM.in	waarheid, waarheid, de goede lieve waarheid, de waarheid, de waarheid, de zuivere waarheid, de waarheid, de zuivere waarheid, de zuivere waarheid, de zuivere waarheid, Dit, de zuivere waarheid, de waarheid, de waarheid, de waarheid, waarheid
Multatuli_MaxHavelaar	71	8	9	fm	sg	PER.misc	ieder
Multatuli_MaxHavelaar	71	12	17	n	sg	MISC	't opvisschen van mijn persoon
Multatuli_MaxHavelaar	71	19	21	n	sg	PKM.in	hoog bergloon
Multatuli_MaxHavelaar	73	11	14	n	sg	OBJ	mijn kantilje ketting
Multatuli_MaxHavelaar	73	17	20	n	sg	OBJ	een anderen rok
Multatuli_MaxHavelaar	77	1	2	fm	pl	PER.misc	kinderen
Multatuli_MaxHavelaar	77	8	9	fm	pl	PER.misc	menschen, die
Multatuli_MaxHavelaar	78	2	4	fm	pl	PER.misc	die tooneelmenschen, hun
Multatuli_MaxHavelaar	78	4	5	n	sg	PKM.in	armoede, der armoede
Multatuli_MaxHavelaar	78	9	11	n	sg	PKM.in	hun voorstelling
Multatuli_MaxHavelaar	79	0	2	f	sg	PER.misc	Een meisje, wier, ze, ze, Ze, ze, ze, ze, Zoo'n meisjen, de heldin, Ze, ze, mijne, mijne, haar, haar
Multatuli_MaxHavelaar	79	2	4	m	sg	PER.misc	wier vader
Multatuli_MaxHavelaar	79	9	11	fm	sg	PER.misc	de familie, De familie, die
Multatuli_MaxHavelaar	82	4	6	n	pl	MISC	de steken, die
Multatuli_MaxHavelaar	82	10	13	n	sg	MISC	het heele bedrijf
Multatuli_MaxHavelaar	83	9	11	n	sg	OBJ	't venster
Multatuli_MaxHavelaar	84	4	6	n	sg	MISC	dezen arbeid
Multatuli_MaxHavelaar	86	2	4	fm	pl	PER.misc	eenige verleiders
Multatuli_MaxHavelaar	86	4	6	n	pl	OBJ	de trappen
Multatuli_MaxHavelaar	86	14	16	f	sg	PER.misc	mijne moeder, mijne moeder
Multatuli_MaxHavelaar	86	26	28	n	sg	PKM.in	de deugd, een deugd, die, deugd, die beloonde deugd, Beloonde deugd, de deugd, de deugd
Multatuli_MaxHavelaar	87	14	18	n	pl	OBJ	een paar wollen kousen
Multatuli_MaxHavelaar	88	5	8	n	pl	PKM.in	denkbeelden van deugd
Multatuli_MaxHavelaar	90	2	5	m	sg	PER.misc	haar eerste minnaar, die, klerk
Multatuli_MaxHavelaar	90	11	13	n	sg	OBJ	't kopieboek
Multatuli_MaxHavelaar	92	1	2	n	sg	OBJ	geld
Multatuli_MaxHavelaar	92	6	11	f	sg	PER.misc	meisjen uit een gefailleerd huis
Multatuli_MaxHavelaar	92	8	11	n	sg	LOC.punt	een gefailleerd huis
Multatuli_MaxHavelaar	93	18	20	n	sg	PKM.in	mijn aanmerking
Multatuli_MaxHavelaar	93	24	28	n	sg	PKM.in	den zin voor waarheid
Multatuli_MaxHavelaar	93	30	32	fm	sg	PER.misc	het volk, dat
Multatuli_MaxHavelaar	93	43	46	n	sg	PKM.in	de publieke zedelijkheid
Multatuli_MaxHavelaar	93	60	63	fm	sg	PER.misc	elk fatsoenlijk makelaar
Multatuli_MaxHavelaar	93	64	65	m	sg	PER.misc	koopman
Multatuli_MaxHavelaar	93	66	69	n	sg	PKM.in	een bespottelijke krankzinnigheid
Multatuli_MaxHavelaar	94	5	6	fm	sg	PER.misc	wij, ons dertienen, ons dertienen, ons dertienen
Multatuli_MaxHavelaar	94	7	12	n	sg	LOC.punt	't kantoor van mijn schoonvader, 't kantoor, 't kantoor, 't kantoor, 't kantoor, 't kantoor
Multatuli_MaxHavelaar	94	10	12	m	sg	PER.misc	mijn schoonvader, mijn schoonvader te Driebergen, de oude Last, mijn schoonvader
Multatuli_MaxHavelaar	96	1	3	m	sg	PER.misc	de held, zijn
Multatuli_MaxHavelaar	96	4	7	n	sg	PKM.in	zijn stijven komediestap
Multatuli_MaxHavelaar	96	9	12	n	sg	MISC	't verdrukte vaderland
Multatuli_MaxHavelaar	96	18	21	n	sg	OBJ	de dubbele achterdeur
Multatuli_MaxHavelaar	97	5	7	fm	sg	PER.misc	de persoon, die
Multatuli_MaxHavelaar	97	9	10	n	pl	PKM.in	verzen
Multatuli_MaxHavelaar	97	14	16	m	sg	PER.misc	de ander, hem
Multatuli_MaxHavelaar	97	22	24	n	sg	PKM.in	't rijm
Multatuli_MaxHavelaar	98	1	3	m	sg	PER.misc	de veldheer, hij, de veldheer
Multatuli_MaxHavelaar	98	4	6	f	sg	PER.misc	de prinses, mevrouw, zij, zij, ze, zij, de prinses, ze
Multatuli_MaxHavelaar	98	16	18	n	pl	OBJ	de poorten
Multatuli_MaxHavelaar	99	8	10	n	sg	OBJ	de poort
Multatuli_MaxHavelaar	100	4	7	n	sg	PKM.in	een pure leugen
Multatuli_MaxHavelaar	100	24	26	n	sg	MISC	't poortsluiten
Multatuli_MaxHavelaar	101	3	5	n	sg	MISC	't mensch
Multatuli_MaxHavelaar	107	7	9	n	sg	OBJ	een handelsartikel
Multatuli_MaxHavelaar	109	3	5	n	sg	PKM.in	de verdienste, zijn verdienste
Multatuli_MaxHavelaar	110	2	5	n	pl	PKM.in	die infame leugens
Multatuli_MaxHavelaar	111	3	4	m	sg	PER.fic	Lukas, onze pakhuisknecht, die, dàt, een deugdzaam man, hij, hij, hij, hij, hij, Hij, hij, dien Lukas, hij, hem, hem, Hij, zijn, hij, zijn
Multatuli_MaxHavelaar	111	11	17	m	sg	PER.misc	den vader van Last & Co
Multatuli_MaxHavelaar	111	29	31	fm	pl	PER.fic	de Meijers, de Meijers
Multatuli_MaxHavelaar	112	11	13	n	sg	LOC.punt	de kerk
Multatuli_MaxHavelaar	113	4	5	n	sg	LOC.bc	Driebergen, Driebergen
Multatuli_MaxHavelaar	113	9	11	n	sg	LOC.punt	het huis
Multatuli_MaxHavelaar	113	13	15	n	sg	OBJ	de kas
Multatuli_MaxHavelaar	114	4	6	n	sg	ORG.com	de Bank
Multatuli_MaxHavelaar	114	6	10	n	sg	OBJ	zeventien gulden te veel, ze
Multatuli_MaxHavelaar	116	16	18	fm	sg	PER.misc	jong volk, jong volk
Multatuli_MaxHavelaar	118	2	4	m	sg	PER.misc	een prins, die
Multatuli_MaxHavelaar	118	6	7	n	pl	OBJ	diamanten
Multatuli_MaxHavelaar	118	10	12	f	sg	PER.misc	een fee, die
Multatuli_MaxHavelaar	122	2	4	fm	pl	PER.misc	alle pakhuisknechts
Multatuli_MaxHavelaar	122	9	10	fm	sg	PER.misc	iedereen
Multatuli_MaxHavelaar	122	12	13	m	sg	PER.nfic	Gods, de Heer, de Heer, hem, God, Gods, God, God, Zijn, Zijn, God in 't hart, God, Vader, Vader, Vader, den Heer, Heer
Multatuli_MaxHavelaar	122	12	14	n	sg	PKM.in	Gods bedoeling
Multatuli_MaxHavelaar	122	25	27	fm	pl	PER.misc	de braven
Multatuli_MaxHavelaar	123	5	6	fm	pl	PER.misc	ze
Multatuli_MaxHavelaar	124	9	10	n	sg	PKM.in	belooning
Multatuli_MaxHavelaar	125	1	3	n	pl	PKM.in	mijn zaken, ze, de zaken
Multatuli_MaxHavelaar	125	15	16	fm	pl	PER.misc	kinderen, mijn kinderen, de kinderen, zijn kinderen
Multatuli_MaxHavelaar	125	25	26	fm	sg	PER.misc	dokter
Multatuli_MaxHavelaar	125	27	28	fm	sg	PER.misc	apteker
Multatuli_MaxHavelaar	125	33	35	n	sg	OBJ	een sommetje
Multatuli_MaxHavelaar	125	51	53	n	sg	PKM.in	mijn plaats, mijn plaats
Multatuli_MaxHavelaar	126	1	3	n	sg	MISC	dit alles, een natuurlijk gevolg van de omstandigheden
Multatuli_MaxHavelaar	126	8	10	n	pl	PKM.in	de omstandigheden
Multatuli_MaxHavelaar	127	1	3	n	sg	PKM.in	mijn deugd
Multatuli_MaxHavelaar	128	9	14	n	sg	PKM.in	mijn liefde voor de waarheid
Multatuli_MaxHavelaar	129	4	9	n	sg	PKM.in	mijn gehechtheid aan het geloof
Multatuli_MaxHavelaar	129	7	9	n	sg	MISC	het geloof
Multatuli_MaxHavelaar	129	10	12	n	sg	PKM.in	mijn hoofdneiging
Multatuli_MaxHavelaar	130	13	15	n	sg	PKM.in	de verontschuldiging
Multatuli_MaxHavelaar	130	17	22	n	sg	PKM.in	't schrijven van dit boek
Multatuli_MaxHavelaar	130	20	22	n	sg	OBJ	dit boek, dit boek, dit boek, dit boek, dit boek
Multatuli_MaxHavelaar	131	0	3	n	sg	PKM.in	Een tweede neiging, die
Multatuli_MaxHavelaar	131	9	10	n	sg	PKM.in	waarheidsliefde
Multatuli_MaxHavelaar	131	13	18	n	sg	PKM.in	de hartstocht voor mijn vak
Multatuli_MaxHavelaar	133	4	11	n	sg	PKM.in	aan mijn onkreukbare liefde voor de waarheid
Multatuli_MaxHavelaar	133	14	16	n	sg	PKM.in	mijn ijver
Multatuli_MaxHavelaar	133	17	19	n	pl	MISC	de zaken, de zaken, zijn zaken
Multatuli_MaxHavelaar	133	25	27	n	pl	OBJ	deze bladen
Multatuli_MaxHavelaar	135	4	6	n	sg	MISC	't oogenblik
Multatuli_MaxHavelaar	135	6	9	n	sg	MISC	afscheid van u
Multatuli_MaxHavelaar	135	22	25	n	sg	MISC	een tweede hoofdstuk, TWEEDE HOOFDSTUK
Multatuli_MaxHavelaar	138	2	5	n	sg	PKM.in	een kleine moeite
Multatuli_MaxHavelaar	138	18	20	n	sg	OBJ	een adreskaartje
Multatuli_MaxHavelaar	148	8	10	n	sg	MISC	de voorjaarsveiling, daar, de voorjaarsveiling, de voorjaarsveiling
Multatuli_MaxHavelaar	152	0	1	fm	sg	PER.misc	Men, men
Multatuli_MaxHavelaar	153	16	18	m	sg	PER.fic	Ludwig Stern, Ludwig Stern, de geachte chef der firma, de heer Ludwig Stern, de oude Stern, Ludwig Stern, Ludwig Stern
Multatuli_MaxHavelaar	154	18	19	m	sg	PER.fic	Stern, een eerst huis, dat, Stern, Stern, firma, ze, hij, zijn
Multatuli_MaxHavelaar	154	26	27	n	sg	LOC.bc	Hamburg
Multatuli_MaxHavelaar	155	10	16	n	sg	PKM.in	de knoeierij van Busselinck & Waterman
Multatuli_MaxHavelaar	156	0	1	fm	pl	PER.misc	Zij
Multatuli_MaxHavelaar	156	2	8	n	sg	MISC	een kwart procent van de courtage
Multatuli_MaxHavelaar	156	6	8	n	sg	MISC	de courtage
Multatuli_MaxHavelaar	156	28	30	n	sg	PKM.in	dien slag
Multatuli_MaxHavelaar	157	0	5	fm	sg	PER.misc	Een ander in mijn plaats, hij, hij, 'n ander
Multatuli_MaxHavelaar	157	23	32	n	sg	PKM.in	konsideratie om de langdurige diensten van Last & Co
Multatuli_MaxHavelaar	157	25	32	n	pl	PKM.in	de langdurige diensten van Last & Co
Multatuli_MaxHavelaar	158	0	2	n	sg	PKM.in	Die konnexie, soliede konnexie
