filename	sentno	begin	end	gender	number	category	mentions
Nescio_Dichtertje	29	11	13	n	pl	PKM.in	de zaken
Nescio_Dichtertje	30	0	2	m	sg	PER.nfic	De keizer
Nescio_Dichtertje	32	17	19	n	pl	MISC	weer anderen
Nescio_Dichtertje	32	21	23	n	sg	MISC	weer dezelfden
Nescio_Dichtertje	34	1	5	m	sg	PER.nfic	Heer in den hemel, God, lieve Heer, God, den echten God van hemel en aarde, God van hemel en aarde , van land en zee, uw, de God van hemel en aarde, z'n, z'n, z'n, z'n, zijn, hij, z'n, zijn, zijn, hij, z'n, z'n, God, God, U, God, God, God, z'n, God, die, God, God, den God van hemel en aarde, Gods, -ie, zich, God, God, Gods, God, God, De God van hemel en aarde, God, God
Nescio_Dichtertje	35	3	8	n	sg	MISC	een grapje van den duivel
Nescio_Dichtertje	35	6	8	m	sg	PER.nfic	den duivel, De duivel, den duivel, de duivel, z'n, Ik, de Duivel, hij, den duivel, Duivel, je, De duivel, z'n, Hij, z'n, -ie, ie, den Duivel, De duivel, de duivel, z'n, ik, De duivel, z'n, de duivel, De duivel, z'n, ie, den duivel, de duivel, z'n, de duivel, meneer, De duivel, die meneer, De Duivel, Hij, z'n, zich, z'n, z'n, hem
Nescio_Dichtertje	37	12	15	n	sg	PKM.uit	aardig gladgeschoren jongensgezicht
Nescio_Dichtertje	37	17	23	n	pl	OBJ	een paar stutten voor de ooren
Nescio_Dichtertje	37	21	23	n	pl	PKM.uit	de ooren
Nescio_Dichtertje	37	28	30	n	sg	LOC.heelal	de zon, de zon, zon, de zon, de zon, de zon, de zon zelf, de zon, de zon, de zon, de zon, De zon, de zon
Nescio_Dichtertje	38	2	3	fm	sg	PER.misc	iemand
Nescio_Dichtertje	39	0	3	n	sg	OBJ	Z'n strooien hoedje
Nescio_Dichtertje	39	8	12	n	pl	PKM.uit	zijn kort geknipte haren
Nescio_Dichtertje	41	1	3	m	sg	PER.nfic	professor Volmer, hij
Nescio_Dichtertje	48	4	6	n	pl	PKM.uit	wetende oogen
Nescio_Dichtertje	48	14	15	n	pl	MISC	twee
Nescio_Dichtertje	50	3	6	f	sg	PER.misc	't vijfentwintigste meisje
Nescio_Dichtertje	50	14	16	n	pl	PKM.uit	z'n hersens
Nescio_Dichtertje	51	8	13	n	sg	LOC.punt	't terras van een café
Nescio_Dichtertje	51	11	13	n	sg	LOC.lijn	een café
Nescio_Dichtertje	51	13	15	n	sg	OBJ	een stoeltje
Nescio_Dichtertje	51	17	18	n	sg	PKM.in	kwaadaardigheid
Nescio_Dichtertje	52	6	7	fm	pl	PER.misc	ze, ze, hen, ze
Nescio_Dichtertje	52	19	21	n	sg	OBJ	z'n hoed, z'n hoed, z'n hoed
Nescio_Dichtertje	52	34	35	n	sg	PKM.in	burgerjuffrouwen-ingebeeldheid
Nescio_Dichtertje	54	36	38	n	sg	PKM.uit	open mond
Nescio_Dichtertje	54	43	46	n	sg	OBJ	een leeren slabbetje
Nescio_Dichtertje	56	13	15	m	sg	PER.nfic	Piet Hein
Nescio_Dichtertje	58	4	11	n	sg	MISC	z'n tocht door de woestenijen van Amsterdam, tocht
Nescio_Dichtertje	58	7	11	n	pl	LOC.punt	de woestenijen van Amsterdam
Nescio_Dichtertje	59	7	9	fm	pl	PER.misc	Nederlandsche menschen
Nescio_Dichtertje	60	3	4	m	sg	PER.fic	iemand, een heer met hoogen hoed en gekleede jas, die meneer
Nescio_Dichtertje	60	8	10	n	sg	OBJ	hoogen hoed, denzelfden hoed
Nescio_Dichtertje	60	15	19	n	sg	OBJ	een stuk van Verkade
Nescio_Dichtertje	60	18	19	n	sg	ORG.com	Verkade
Nescio_Dichtertje	61	2	3	fm	pl	PER.misc	ze, elkaar, ze
Nescio_Dichtertje	62	5	10	n	sg	LOC.lijn	't plein voor 't Centraalstation
Nescio_Dichtertje	62	8	10	n	sg	LOC.punt	't Centraalstation
Nescio_Dichtertje	63	1	4	n	sg	LOC.punt	den beganen grond
Nescio_Dichtertje	63	8	12	n	sg	OBJ	z'n gelen strooien deukhoed
Nescio_Dichtertje	63	13	18	n	sg	OBJ	z'n wandelstok met zilveren greep, z'n wandelstok, Z'n wandelstok
Nescio_Dichtertje	63	19	21	n	sg	OBJ	z'n jas
Nescio_Dichtertje	63	29	31	n	sg	PKM.uit	z'n rug
Nescio_Dichtertje	63	33	35	n	sg	OBJ	z'n kraag, z'n kraag
Nescio_Dichtertje	63	36	37	n	sg	OBJ	roos
Nescio_Dichtertje	63	38	40	n	pl	OBJ	z'n broekspijpen
Nescio_Dichtertje	63	49	50	n	pl	MISC	plooien
Nescio_Dichtertje	63	51	53	n	pl	OBJ	z'n schoenen, z'n schoenen, Z'n schoenen
Nescio_Dichtertje	64	0	2	n	pl	PKM.uit	Z'n bakkebaarden
Nescio_Dichtertje	64	3	4	fm	sg	PER.misc	je
Nescio_Dichtertje	64	11	14	n	pl	MISC	de twee treden
Nescio_Dichtertje	64	17	19	n	sg	LOC.lijn	't station
Nescio_Dichtertje	64	23	26	n	sg	MISC	de lage avondzon
Nescio_Dichtertje	64	27	30	n	sg	OBJ	Gods gepoetsten linkerschoen
Nescio_Dichtertje	66	7	12	n	pl	PKM.uit	de knobbels op z'n voorhoofd, De twee knobbels op z'n voorhoofd
Nescio_Dichtertje	66	10	12	n	sg	PKM.uit	z'n voorhoofd, z'n voorhoofd
Nescio_Dichtertje	68	7	9	fm	sg	PER.nfic	je baas, je baas, z'n, je baas, z'n baas
Nescio_Dichtertje	68	11	13	m	sg	PER.nfic	je schoonvader, haar vader, haar vader, de zijne, m'n schoonvader, den ouden heer, z'n schoonvader, haar pa, die
Nescio_Dichtertje	68	15	19	fm	sg	PER.nfic	je baas z'n boekhouder
Nescio_Dichtertje	68	21	29	fm	sg	PER.nfic	"den gérant van de "" Nieuwe Karseboom """
Nescio_Dichtertje	68	25	29	n	sg	ORG.com	""" Nieuwe Karseboom """
Nescio_Dichtertje	69	3	5	f	sg	PER.nfic	je tante, die, je tante, die, Z'n tante, Haar, haar, zij, ze, tante, z'n tante in Velp, z'n tante, Ze, z'n tante
Nescio_Dichtertje	69	16	21	n	sg	LOC.punt	't huis van je baas
Nescio_Dichtertje	69	23	24	n	sg	LOC.bc	Delft, Delft, Delft, Delft
Nescio_Dichtertje	69	25	26	n	sg	LOC.bc	Oldenzaal, Oldenzaal, Oldenzaal
Nescio_Dichtertje	70	5	7	f	sg	PER.nfic	je zuster
Nescio_Dichtertje	71	1	3	f	sg	PER.misc	Een vrouw
Nescio_Dichtertje	72	4	6	fm	pl	PER.misc	die menschen, die, die
Nescio_Dichtertje	72	14	15	fm	sg	PER.nfic	ik, ik
Nescio_Dichtertje	72	52	54	n	sg	LOC.lijn	't werkhuis
Nescio_Dichtertje	73	18	20	m	sg	PER.nfic	meneer Volmer, hoogleeraar in 't boekhouden en de bedrijfsleer, die
Nescio_Dichtertje	73	38	40	n	sg	MISC	de lucht, de lucht, de lucht, de lucht, De lucht, zichzelf, de lucht
Nescio_Dichtertje	74	3	4	fm	pl	PER.misc	allen, die
Nescio_Dichtertje	75	10	11	n	sg	LOC.bc	Surhuisterveen
Nescio_Dichtertje	75	12	13	n	sg	LOC.bc	Spekholzerheide
Nescio_Dichtertje	75	16	23	n	sg	ORG.misc	den Bond van hoofden van groote gezinnen
Nescio_Dichtertje	75	19	23	fm	pl	PER.misc	hoofden van groote gezinnen
Nescio_Dichtertje	75	21	23	fm	pl	PER.misc	groote gezinnen
Nescio_Dichtertje	75	14	32	fm	sg	PER.misc	donateur van den Bond van hoofden van groote gezinnen en van de Vereeniging tot opheffing van gevallen vrouwen
Nescio_Dichtertje	75	25	32	n	sg	ORG.misc	de Vereeniging tot opheffing van gevallen vrouwen
Nescio_Dichtertje	75	30	32	f	pl	PER.misc	gevallen vrouwen
Nescio_Dichtertje	76	2	3	fm	pl	PER.misc	ze
Nescio_Dichtertje	78	1	3	n	sg	MISC	De beeldspraak
Nescio_Dichtertje	79	7	9	f	sg	PER.misc	een dame, die, haar, ze, haar
Nescio_Dichtertje	80	1	8	n	pl	PKM.uit	de aardige scherpe achterkantjes van haar beenen
Nescio_Dichtertje	80	6	8	n	sg	PKM.uit	haar beenen, haar beenen
Nescio_Dichtertje	81	8	10	n	pl	OBJ	korte rokken
Nescio_Dichtertje	81	11	15	n	pl	OBJ	erg open geweven kousen
Nescio_Dichtertje	84	4	6	n	sg	LOC.lijn	't stationsplein
Nescio_Dichtertje	86	4	6	n	pl	PKM.uit	z'n schouders, de schouders
Nescio_Dichtertje	87	0	1	n	sg	OBJ	stationsklok
Nescio_Dichtertje	89	3	5	n	sg	PKM.uit	z'n hand
Nescio_Dichtertje	91	6	8	fm	pl	PER.misc	zooveel dichtertjes
Nescio_Dichtertje	93	4	5	n	sg	LOC.lijn	huis
Nescio_Dichtertje	93	8	10	n	sg	MISC	de hoogte, een hoogte
Nescio_Dichtertje	93	11	14	n	sg	OBJ	't gevleugelde wiel, dat, z'n, 't, 't wieltje, zoo'n wiel, Zoo'n wiel
Nescio_Dichtertje	93	18	28	n	sg	OBJ	de leuning van de hooge spoorbrug over de westelijke doorvaart
Nescio_Dichtertje	93	21	28	n	sg	LOC.punt	de hooge spoorbrug over de westelijke doorvaart
Nescio_Dichtertje	93	25	28	n	sg	LOC.water	de westelijke doorvaart
Nescio_Dichtertje	93	29	33	n	sg	OBJ	een kleine ijzeren zuil
Nescio_Dichtertje	93	40	42	n	sg	PKM.in	z'n plaats
Nescio_Dichtertje	93	47	48	n	pl	MISC	vertetjes
Nescio_Dichtertje	93	56	58	n	sg	LOC.punt	de Torensluis
Nescio_Dichtertje	93	59	61	n	sg	LOC.punt	't Singel
Nescio_Dichtertje	94	0	3	n	sg	MISC	De blauwe lucht, de blauwe lucht, de blauwe lucht, de blauwe lucht
Nescio_Dichtertje	95	1	6	n	pl	OBJ	de palen met de booglampen
Nescio_Dichtertje	95	4	6	n	pl	OBJ	de booglampen
Nescio_Dichtertje	95	8	10	n	sg	MISC	't begin
Nescio_Dichtertje	95	11	16	n	sg	LOC.punt	't eind van de brug
Nescio_Dichtertje	95	14	16	n	sg	LOC.lijn	de brug, de brug, de brug, die, de brug
Nescio_Dichtertje	96	5	6	fm	sg	PER.misc	je, Je, je
Nescio_Dichtertje	96	7	9	n	sg	LOC.lijn	een spoorbrug
Nescio_Dichtertje	96	11	14	n	sg	OBJ	een ijzeren zuiltje
Nescio_Dichtertje	98	13	15	fm	sg	PER.misc	een dichtertje, een dichtertje, een dichtertje
Nescio_Dichtertje	100	5	9	n	sg	OBJ	een coupé eerste klas
Nescio_Dichtertje	100	10	14	n	sg	OBJ	den trein naar Delft
Nescio_Dichtertje	100	17	19	n	sg	OBJ	't raampje, 't raampje, 't raampje
Nescio_Dichtertje	102	1	3	n	sg	PKM.uit	z'n hand
Nescio_Dichtertje	102	5	7	n	sg	OBJ	een rapport
Nescio_Dichtertje	103	3	4	n	pl	OBJ	dossiers
Nescio_Dichtertje	106	5	10	n	sg	PKM.in	Het lot van den mensch
Nescio_Dichtertje	106	8	10	fm	sg	PER.misc	den mensch, hij, z'n, hij, z'n
Nescio_Dichtertje	106	11	12	n	sg	PKM.in	verdriet
Nescio_Dichtertje	106	17	19	n	sg	PKM.in	z'n doel, z'n doel
Nescio_Dichtertje	107	4	5	n	sg	PKM.in	troost, troost
Nescio_Dichtertje	107	6	8	n	sg	PKM.in	de deugd, deugd
Nescio_Dichtertje	107	14	16	n	sg	PKM.in	de zonde
Nescio_Dichtertje	109	1	2	fm	sg	PER.misc	uw
Nescio_Dichtertje	109	1	3	n	sg	PKM.in	uw hoop
Nescio_Dichtertje	109	8	10	n	sg	PKM.in	dezen droom
Nescio_Dichtertje	112	9	12	n	sg	MISC	een nieuw tijdvak
Nescio_Dichtertje	113	0	2	n	sg	MISC	De tijd
Nescio_Dichtertje	113	3	8	n	sg	MISC	"het "" ironisch dilettantisme """
Nescio_Dichtertje	113	11	14	n	sg	MISC	een nieuwe tijd
Nescio_Dichtertje	113	16	18	n	sg	PKM.in	baanbrekend optimisme
Nescio_Dichtertje	113	21	23	n	sg	PKM.in	frissche daadkracht
Nescio_Dichtertje	115	6	8	n	sg	OBJ	't manuscript
Nescio_Dichtertje	115	11	18	n	sg	OBJ	een dik boek over 't Taylor systeem
Nescio_Dichtertje	115	15	18	n	sg	MISC	't Taylor systeem
Nescio_Dichtertje	118	0	3	fm	sg	PER.misc	Een groot dichter
Nescio_Dichtertje	120	0	2	n	sg	LOC.heelal	De wereld, de wereld, de wereld, de wereld, ze, de wereld, de wereld, de wereld, de wereld, een wereld
Nescio_Dichtertje	120	7	9	n	sg	OBJ	een liaisonnetje
Nescio_Dichtertje	120	12	14	f	sg	PER.misc	een dichteres, een dichteres
Nescio_Dichtertje	122	6	15	f	sg	PER.fic	een lief , jong , levendig , natuurlijk vrouwtje, haar, zij, zij, zij, haar, haar, ze, zij, haar, ze, haar, mij, haar, zij, haar, haar, haar, Ze, ze, Haar, ze, Ze, ze, haar, ze, ze, haar, haar, haar, ze, haar, ze, je, haar, haar, haar, Haar, haar, zij, Coba, haar, Coba, je, ik, ze, ze, haar, ze, haar, haar, Zij, een heel lief , jong , levendig en natuurlijk vrouwtje, dat, haar, z'n vrouwtje, z'n vrouwtje, Coba, Haar, haar, Moedertje, Coba, haar, haar, ze, haar, haar, haar, haar, ze, haar, haar, haar, ze, haar, haar, haar, ze, haar, ze, haar, ze, ze, haar, ze, ze, haar, haar, haar, haar, ze, haar, ze, haar, haar, ze, haar, Maatje, u, ze, u, maatje, mammi, maatje, haar, haar, ze, ze, haar, ze, ze, haar, ze, ik, ze, Mammi, je, Maatje, haar, Ze, je, Ik, mijn, Ik, 'k, ik, ik, maatje, je, maatje, Maatje, u, zij, zij, haar, haar zuster, Coba, haar, haar zuster, haar zuster, Coba, Coba, zij, haar, haar, ze, zich, haar zuster, haar, haar, Coba, je, z'n vrouw, Coba, Coba, Coba, Coba, Ik, Coba, Coba, Coba, haar zuster, Coba, Coba, Coba, Coba, ze, Ze, ze, ze, ze, ze, zij, Coba
Nescio_Dichtertje	124	8	9	n	sg	LOC.lijn	kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor, kantoor
Nescio_Dichtertje	124	13	14	n	sg	LOC.lijn	school, school, school
Nescio_Dichtertje	124	36	38	n	sg	LOC.punt	de melkinrichting
Nescio_Dichtertje	124	42	44	n	pl	OBJ	haar boterhammen, haar boterhammen
Nescio_Dichtertje	124	45	48	n	sg	OBJ	een glas melk, een glas melk, 't glas
Nescio_Dichtertje	124	51	53	n	sg	OBJ	een roomhorentje
Nescio_Dichtertje	124	54	58	n	sg	OBJ	een taartje met slagroom, een taartje met een glas melk, zoo iets heerlijks
Nescio_Dichtertje	126	12	14	n	sg	OBJ	een keep
Nescio_Dichtertje	126	16	20	n	sg	PKM.uit	zulk mooi zwart haar, 't
Nescio_Dichtertje	127	26	29	n	pl	MISC	de beide buitensten
Nescio_Dichtertje	127	29	31	n	pl	PKM.uit	de hoofden
Nescio_Dichtertje	127	33	35	n	sg	MISC	de binnenste, die
Nescio_Dichtertje	127	41	43	n	sg	LOC.regio	den grond, den grond, den grond, den grond, den grond
Nescio_Dichtertje	128	12	14	f	sg	PER.nfic	Mien Bus
Nescio_Dichtertje	129	6	11	n	sg	PKM.uit	haar schoolmeisjesvoetje van zeventien jaar
Nescio_Dichtertje	130	10	12	n	sg	PKM.uit	haar hoofd, haar hoofd
Nescio_Dichtertje	134	2	3	n	pl	MISC	gedichten
Nescio_Dichtertje	134	4	5	m	sg	PER.nfic	Heine
Nescio_Dichtertje	134	6	7	n	sg	MISC	Hollandsche
Nescio_Dichtertje	134	8	9	n	sg	MISC	Duitsche
Nescio_Dichtertje	134	12	14	f	sg	PER.nfic	Héléne Swarth
Nescio_Dichtertje	134	16	17	m	sg	PER.nfic	Kloos
Nescio_Dichtertje	134	18	20	m	sg	PER.nfic	van Eeden
Nescio_Dichtertje	135	1	3	n	pl	MISC	De Uren, de uren
Nescio_Dichtertje	136	8	10	n	sg	MISC	loggen tred
Nescio_Dichtertje	140	1	3	n	pl	LOC.fic	de poorten, de poorten des hemels, de poorten des hemels
Nescio_Dichtertje	143	6	8	n	sg	PKM.in	mijn kwelling
Nescio_Dichtertje	144	1	5	fm	pl	PER.misc	de lui op kantoor, de lui, De lui op kantoor
Nescio_Dichtertje	147	1	4	fm	sg	PER.misc	Mijn heilig lief, Mijn zoete lief
Nescio_Dichtertje	148	5	8	n	sg	LOC.regio	een groot zomerland
Nescio_Dichtertje	149	5	7	n	sg	LOC.heelal	des hemels, des hemels
Nescio_Dichtertje	150	5	8	n	sg	OBJ	een gouden troon, troon
Nescio_Dichtertje	152	11	14	n	sg	PKM.in	een klein betrekkingkje, z'n betrekking in dat stadje, een baantje
Nescio_Dichtertje	152	16	18	n	sg	LOC.lijn	een stadje, dat stadje
Nescio_Dichtertje	152	20	21	fm	pl	PER.misc	ze
Nescio_Dichtertje	155	3	5	n	sg	OBJ	een briefje
Nescio_Dichtertje	156	0	1	fm	pl	PER.misc	Ze, elkaars, ze, mekaar, mekaar, ze, hun, ze, ze, ze, ze, ze, mekaar, ze, ze, elkaar, ze, ze, ze
Nescio_Dichtertje	156	2	4	n	pl	PKM.in	elkaars namen
Nescio_Dichtertje	158	0	2	f	sg	PER.nfic	Haar moe, haar moeder, m'n schoonmama, z'n schoonmoeder, schoonmama, die, moeder, haar, haar, ze, ze, haar, moe, moe, haar moeder, haar, haar, moe, zich, een echte goeie ouwerwetsche moe, d'r, haar, Zij, Ze, ze, haar, ze, ze, ze, haar, moe, haar, haar, ze, ze, ze, 'k, Moe, Ze, ze, haar, haar moeder, haar, z'n schoonmoeder, die, moe, ze, moe, ze, z'n schoonmoeder
Nescio_Dichtertje	158	9	12	m	sg	PER.misc	een nette burgerjongen, 'm
Nescio_Dichtertje	159	6	8	n	sg	LOC.punt	de Muiderpoort
Nescio_Dichtertje	161	16	18	n	sg	LOC.punt	de Sarphatistraat
Nescio_Dichtertje	162	0	2	n	sg	MISC	't Gesprek
Nescio_Dichtertje	162	8	9	fm	sg	PER.misc	je, je
Nescio_Dichtertje	163	12	14	n	pl	MISC	de woorden
Nescio_Dichtertje	163	19	20	n	sg	MISC	geweld
Nescio_Dichtertje	163	22	25	n	sg	LOC.water	de breede Waal
Nescio_Dichtertje	163	27	34	n	pl	OBJ	de schuitjes van den ponton-steiger bij Nijmegen
Nescio_Dichtertje	163	30	34	n	sg	LOC.punt	den ponton-steiger bij Nijmegen
Nescio_Dichtertje	163	33	34	n	sg	LOC.bc	Nijmegen, Nijmegen, dat
Nescio_Dichtertje	164	12	14	fm	pl	PER.misc	hun ouders
Nescio_Dichtertje	165	2	4	n	sg	LOC.punt	haar huis
Nescio_Dichtertje	165	11	13	n	sg	MISC	een zoen
Nescio_Dichtertje	165	18	20	n	sg	PKM.uit	haar voorhoofd
