filename	sentno	begin	end	gender	number	category	mentions
Verne_ReisOmDeWereld	6	49	51	n	sg	PKM.in	zijn vermogen
Verne_ReisOmDeWereld	6	53	55	n	sg	MISC	de aandacht
Verne_ReisOmDeWereld	7	0	4	n	sg	LOC.land	Een der welsprekendste redenaars, Engeland, zich, Engeland, het vereenigd koninkrijk, Engeland, Engeland, het Vereenigde Koninkrijk, Engeland, geheel Engeland, het gansche Vereenigde Koninkrijk, Engeland, het Vereenigde Koninkrijk, Engeland
Verne_ReisOmDeWereld	7	24	25	fm	sg	PER.misc	men, Men, Men, Men
Verne_ReisOmDeWereld	7	42	45	fm	pl	PER.misc	de aanzienlijkste kringen, aanzienlijken kring
Verne_ReisOmDeWereld	8	5	6	m	sg	PER.nfic	Byron, een Byron met baard en knevel, een kalme Byron, die
Verne_ReisOmDeWereld	8	14	16	n	pl	PKM.uit	zijne voeten
Verne_ReisOmDeWereld	10	5	7	n	sg	ORG.com	de beurs
Verne_ReisOmDeWereld	10	9	11	n	sg	ORG.com	de bank
Verne_ReisOmDeWereld	10	15	19	n	sg	LOC.punt	eenig kantoor der City
Verne_ReisOmDeWereld	10	17	19	n	sg	LOC.bc	der City
Verne_ReisOmDeWereld	11	1	3	n	pl	LOC.water	de bassins
Verne_ReisOmDeWereld	11	5	9	n	pl	LOC.punt	de dokken te Londen
Verne_ReisOmDeWereld	11	11	13	n	sg	OBJ	eenig schip, dat
Verne_ReisOmDeWereld	13	0	2	n	sg	PKM.in	Zijn naam
Verne_ReisOmDeWereld	13	7	11	fm	sg	PER.misc	een gezelschap van advocaten
Verne_ReisOmDeWereld	13	10	11	fm	pl	PER.misc	advocaten
Verne_ReisOmDeWereld	13	14	15	n	sg	LOC.punt	Temple-bar
Verne_ReisOmDeWereld	13	18	19	n	sg	LOC.punt	Lincolns-inn
Verne_ReisOmDeWereld	14	5	9	n	sg	ORG.misc	de Court of Chancery
Verne_ReisOmDeWereld	14	12	13	n	sg	ORG.misc	Queens-bench
Verne_ReisOmDeWereld	14	16	18	n	sg	ORG.misc	de Rekenkamer
Verne_ReisOmDeWereld	14	20	23	n	sg	ORG.misc	het kerkelijk Hooggerechtshof
Verne_ReisOmDeWereld	16	5	9	n	sg	ORG.misc	het Koninklijk Britsch Instituut
Verne_ReisOmDeWereld	16	12	15	n	sg	ORG.misc	het Londensch Instituut
Verne_ReisOmDeWereld	16	18	22	n	sg	ORG.misc	de Maatschappij van Werklieden
Verne_ReisOmDeWereld	16	25	28	n	sg	ORG.misc	het Russels Instituut
Verne_ReisOmDeWereld	16	31	36	n	sg	ORG.misc	het Westersch Genootschap van Letterkunde
Verne_ReisOmDeWereld	16	39	43	n	sg	ORG.misc	de Vereeniging voor Rechtsgeleerdheid
Verne_ReisOmDeWereld	16	46	53	n	sg	ORG.misc	het Vereenigd Genootschap van Kunsten en Wetenschappen, dat
Verne_ReisOmDeWereld	16	59	61	f	sg	PER.nfic	der Koningin
Verne_ReisOmDeWereld	17	7	11	n	pl	ORG.misc	andere vereenigingen en genootschappen
Verne_ReisOmDeWereld	17	20	23	n	sg	ORG.misc	de maatschappij Armonica
Verne_ReisOmDeWereld	17	25	28	n	sg	ORG.misc	het Entomologisch Genootschap, dat
Verne_ReisOmDeWereld	17	34	36	fm	pl	PER.misc	schadelijke insecten
Verne_ReisOmDeWereld	19	1	2	fm	sg	PER.misc	zich
Verne_ReisOmDeWereld	19	11	17	fm	pl	PER.misc	de leden van dien aanzienlijken kring
Verne_ReisOmDeWereld	19	22	24	n	sg	PKM.in	de verklaring
Verne_ReisOmDeWereld	19	25	27	n	sg	MISC	de omstandigheid
Verne_ReisOmDeWereld	19	33	36	fm	pl	PER.fic	de gebroeders Baring, de gebroeders Baring, de gebroeders Baring
Verne_ReisOmDeWereld	19	40	43	n	sg	PKM.in	een open crediet
Verne_ReisOmDeWereld	20	2	4	n	pl	OBJ	zijne wissels
Verne_ReisOmDeWereld	20	10	11	m	sg	PER.fic	zijn
Verne_ReisOmDeWereld	20	10	12	n	sg	PKM.in	zijn rekening-courant
Verne_ReisOmDeWereld	24	3	6	fm	pl	PER.misc	de best ingelichten
Verne_ReisOmDeWereld	24	17	18	fm	sg	PER.misc	men
Verne_ReisOmDeWereld	25	23	30	n	sg	MISC	eene goede , nuttige of loffelijke zaak
Verne_ReisOmDeWereld	25	32	33	m	sg	PER.fic	hij
Verne_ReisOmDeWereld	27	6	8	n	sg	PKM.in	die stilzwijgendheid
Verne_ReisOmDeWereld	27	10	12	n	sg	PKM.in	het geheimzinnige, dat
Verne_ReisOmDeWereld	28	14	19	n	sg	MISC	een mathematische herhaling van hetzelfde
Verne_ReisOmDeWereld	28	21	23	n	sg	PKM.in	de verbeelding
Verne_ReisOmDeWereld	30	8	10	n	sg	OBJ	de wereldkaart
Verne_ReisOmDeWereld	30	11	13	n	sg	PKM.uit	zijn hoofd
Verne_ReisOmDeWereld	31	1	4	n	sg	LOC.punt	een afgelegen plekje
Verne_ReisOmDeWereld	32	16	19	n	pl	MISC	de dwalingen weg, die
Verne_ReisOmDeWereld	32	23	29	n	pl	PKM.in	de praatjes omtrent verloren geraakte reizigers
Verne_ReisOmDeWereld	32	26	29	fm	pl	PER.misc	verloren geraakte reizigers, hun
Verne_ReisOmDeWereld	32	32	36	n	sg	PKM.in	de meest waarschijnlijke verklaring
Verne_ReisOmDeWereld	32	37	39	n	sg	PKM.in	hun lot
Verne_ReisOmDeWereld	32	40	42	n	pl	PKM.in	zijne woorden
Verne_ReisOmDeWereld	32	46	48	n	sg	PKM.in	een visioen, dat
Verne_ReisOmDeWereld	32	54	55	m	pl	PER.fic	zich
Verne_ReisOmDeWereld	33	8	10	n	sg	PKM.in	zijn geest
Verne_ReisOmDeWereld	34	0	2	n	sg	MISC	Een ding
Verne_ReisOmDeWereld	35	0	1	fm	pl	PER.misc	Zij, die
Verne_ReisOmDeWereld	35	3	5	n	sg	PKM.in	de eer
Verne_ReisOmDeWereld	35	12	13	fm	pl	PER.misc	anderen
Verne_ReisOmDeWereld	35	19	21	n	sg	MISC	den weg, die
Verne_ReisOmDeWereld	35	23	26	n	sg	MISC	den kortsten afstand
Verne_ReisOmDeWereld	37	1	3	n	sg	MISC	dit spel, dat, het spel, Het spel, het spel, het spel
Verne_ReisOmDeWereld	37	14	16	n	sg	PKM.in	zijn karakter
Verne_ReisOmDeWereld	37	23	25	n	sg	MISC	die winst, ze, de winst
Verne_ReisOmDeWereld	37	34	36	n	pl	PKM.in	liefdadige doeleinden
Verne_ReisOmDeWereld	39	5	7	n	sg	MISC	een strijd
Verne_ReisOmDeWereld	39	8	12	n	sg	PKM.in	een worsteling tegen moeielijkheden, eene worsteling, de beweging van een automaat
Verne_ReisOmDeWereld	39	11	12	n	pl	PKM.in	moeielijkheden, zijn
Verne_ReisOmDeWereld	39	33	35	n	sg	PKM.in	zijn inborst
Verne_ReisOmDeWereld	40	5	6	fm	pl	PER.misc	men
Verne_ReisOmDeWereld	40	14	16	fm	pl	PER.misc	den besten
Verne_ReisOmDeWereld	41	7	9	n	pl	LOC.punt	Saville Row, Saville Row, Saville Row, Saville Row, Saville Row, Saville Row, Saville Row, Saville Row
Verne_ReisOmDeWereld	42	0	3	n	sg	PKM.in	Zijn huiselijk leven
Verne_ReisOmDeWereld	43	1	4	fm	sg	PER.misc	een enkelen knecht
Verne_ReisOmDeWereld	44	8	15	n	pl	MISC	dezelfde , met chronometrische juistheid afgepaste uren
Verne_ReisOmDeWereld	44	17	19	n	sg	LOC.punt	dezelfde zaal
Verne_ReisOmDeWereld	44	21	23	n	sg	OBJ	dezelfde tafel
Verne_ReisOmDeWereld	44	25	27	fm	pl	PER.misc	zijne collega's
Verne_ReisOmDeWereld	45	20	24	n	pl	LOC.punt	de goed ingerichte slaapvertrekken, die
Verne_ReisOmDeWereld	45	32	34	fm	pl	PER.misc	hare leden, wier leden, wij, zijn collega's, die, de leden der Reform-club, hen, zijn collega's, de leden der Reform-club, De een, zijn medeleden van de Reform-club, zij
Verne_ReisOmDeWereld	46	17	22	n	sg	PKM.in	de zorg voor zijn toilet
Verne_ReisOmDeWereld	46	20	22	n	sg	OBJ	zijn toilet, zijn toilet
Verne_ReisOmDeWereld	47	8	10	n	sg	PKM.in	denzelfden tred
Verne_ReisOmDeWereld	47	11	16	n	sg	LOC.punt	de voorzaal met ingelegden vloer
Verne_ReisOmDeWereld	47	18	23	n	sg	OBJ	de galerij om het huis, waarover
Verne_ReisOmDeWereld	47	25	28	n	sg	OBJ	een glazen dak, zich, rustende
Verne_ReisOmDeWereld	47	33	38	n	pl	OBJ	ionische kolommen van rood porfier
Verne_ReisOmDeWereld	47	36	38	n	sg	OBJ	rood porfier
Verne_ReisOmDeWereld	48	9	11	n	sg	LOC.punt	de keuken
Verne_ReisOmDeWereld	48	12	14	n	sg	LOC.punt	de spijskamer
Verne_ReisOmDeWereld	48	15	17	n	sg	LOC.punt	den kelder, den kelder
Verne_ReisOmDeWereld	48	18	20	n	sg	LOC.water	den vischvijver
Verne_ReisOmDeWereld	48	21	23	n	sg	LOC.punt	het roomhuis
Verne_ReisOmDeWereld	48	30	32	n	sg	OBJ	hun voorraad
Verne_ReisOmDeWereld	48	33	35	n	sg	OBJ	zijne tafel
Verne_ReisOmDeWereld	48	39	41	fm	pl	PER.misc	de bedienden, in het zwart gekleede personen met vilten zolen onder hunne schoenen, die, zijn eenigen bediende
Verne_ReisOmDeWereld	48	59	61	n	pl	OBJ	de spijzen
Verne_ReisOmDeWereld	48	63	68	n	sg	OBJ	het eigen servies der club
Verne_ReisOmDeWereld	48	70	75	n	sg	OBJ	het eigen fijn damast tafellaken
Verne_ReisOmDeWereld	48	77	80	n	pl	OBJ	de kristallen glazen
Verne_ReisOmDeWereld	48	81	86	n	sg	PKM.in	eigen model van de club
Verne_ReisOmDeWereld	48	88	90	n	sg	OBJ	zijn sherry
Verne_ReisOmDeWereld	48	91	93	n	sg	OBJ	zijn portwijn
Verne_ReisOmDeWereld	48	94	96	n	sg	OBJ	zijn bordeaux
Verne_ReisOmDeWereld	48	99	100	n	sg	OBJ	kaneel
Verne_ReisOmDeWereld	48	101	103	n	pl	OBJ	aromatische kruiden
Verne_ReisOmDeWereld	48	106	110	n	sg	OBJ	het ijs der club
Verne_ReisOmDeWereld	48	112	114	n	pl	PKM.in	groote kosten
Verne_ReisOmDeWereld	48	115	119	n	pl	LOC.water	de amerikaansche meren aangevoerd, dat
Verne_ReisOmDeWereld	48	121	123	n	pl	OBJ	zijne dranken
Verne_ReisOmDeWereld	49	2	4	n	sg	PKM.in	deze wijze
Verne_ReisOmDeWereld	49	10	12	n	sg	PKM.in	die zonderlingheid, hare
Verne_ReisOmDeWereld	49	14	17	n	sg	MISC	hare goede zijde
Verne_ReisOmDeWereld	50	14	17	n	sg	PKM.in	bijzonder gemakkelijke inrichting
Verne_ReisOmDeWereld	51	0	9	n	sg	PKM.in	De nooit wisselende gewoonte van den heer des huizes
Verne_ReisOmDeWereld	51	11	13	n	sg	MISC	de dienst
Verne_ReisOmDeWereld	52	8	10	n	sg	PKM.in	eene stiptheid
Verne_ReisOmDeWereld	52	11	13	n	sg	PKM.in	eene regelmatigheid
Verne_ReisOmDeWereld	53	4	5	fm	pl	PER.misc	wij
Verne_ReisOmDeWereld	53	16	20	m	sg	PER.fic	zijn knecht James Forster, zijn, deze, zich, hij, diens, James Forster, de ontslagen knecht
Verne_ReisOmDeWereld	53	21	23	n	sg	PKM.in	zijn dienst
Verne_ReisOmDeWereld	53	29	31	n	sg	MISC	het misdrijf
Verne_ReisOmDeWereld	53	38	39	n	sg	OBJ	scheerwater
Verne_ReisOmDeWereld	53	54	56	fm	sg	PER.misc	diens opvolger
Verne_ReisOmDeWereld	54	4	6	n	sg	OBJ	zijn leunstoel
Verne_ReisOmDeWereld	54	7	9	n	pl	PKM.uit	de beenen, elkander
Verne_ReisOmDeWereld	54	13	18	fm	sg	PER.misc	een soldaat op een parade
Verne_ReisOmDeWereld	54	16	18	n	sg	MISC	een parade
Verne_ReisOmDeWereld	54	19	25	n	pl	PKM.uit	de handen rustende op zijn knieën
Verne_ReisOmDeWereld	54	23	25	n	pl	PKM.uit	zijn knieën
Verne_ReisOmDeWereld	54	26	28	n	sg	PKM.uit	het bovenlichaam
Verne_ReisOmDeWereld	54	31	33	n	sg	PKM.uit	het hoofd
Verne_ReisOmDeWereld	54	37	39	n	sg	OBJ	de pendule, een zeer samengesteld uurwerk, dat, de pendule in de slaapkamer van Phileas Fogg
Verne_ReisOmDeWereld	55	10	13	n	sg	PKM.in	zijne dagelijksche gewoonte
Verne_ReisOmDeWereld	56	1	3	n	sg	MISC	dit oogenblik
Verne_ReisOmDeWereld	56	8	11	n	sg	LOC.punt	zijn klein salon
Verne_ReisOmDeWereld	57	1	4	m	sg	PER.fic	De nieuwe bediende, Een man van dertig jaar, Gij, een Franschman, John, Jean, de binnenkomende, Jean Passepartout, ik, ik, mijn, mij, Ik, ik, een eerlijke jongen, ik, ik, Ik, ik, ik, mijne, ik, sergeant bij de pompiers te Parijs, Ik, mijne, ik, ik, ik, kamerdienaar in Engeland, ik, ik, ik, mij, mijn, Passepartout, Passepartout, mij, de gentleman, u, u, gij, gij, Passepartout, zijn, Gij, mij, Gij, zij, gij, Passepartout, zijn, hij, zijn, Passepartout, Passepartout, hij, zijn, mijn, Passepartout, zich zelven, hij, zijne, ik, mijn, hij, Passepartout, zijn, Jean, Passepartout, deze, een echte Parijzenaar uit Parijs, hij, hij, hij, hij, zich, Passepartout, Hij, een goede kerel met vriendelijk gelaat, een zachtaardig en gedienstig wezen, Hij, hij, zijne, Zijne, hij, zijne, zijn, den knecht, Passepartout, de man, zijn, zijne, hij, hij, hij, zijn, hem, hij, zijn, Hij, Passepartout, den, Zijn, Passepartout, zijn, hij, hij, hij, Hij, Hij, zich, Passepartout, Hij, Hij, den, hem, hem, hij, hem, zijn, haar, zijn, me, me, Passepartout, zich, Hij, hij, Passepartout, zijn, zijn, Passepartout, zich, zijn, hij, zich zelven, me, mijne, ik, ik, zijn knecht Passepartout, Passepartout, die, hij, Passepartout, Passepartout, hem, Passepartout, Passepartout, u, Passepartout, hem, u, den Franschman, hij, hij, zijn, Passepartout, hij, Passepartout, zijn, u, Gij, mijn, Passepartout, hij, Hij, zijne, me, ik, hij, zijne, hij, den goeden jongen , die sedert vijf jaar den vaderlandschen bodem niet had gedrukt, hij, Passepartout, zijn, zijn, zijn, hij, Hij, Gij, Mijn, mijn, Passepartout, Passepartouts, zijn bediende, Passepartout, Zijn, hem, Passepartont, zijne, Zijn, zijne, zijn bediende, Passepartout, zijn bediende, Passepartout, zich, Passepartout, Ik, mijne, mijn, mijne, uwe
Verne_ReisOmDeWereld	60	16	18	n	sg	PKM.in	een naam
Verne_ReisOmDeWereld	60	28	30	n	sg	PKM.in	mijn talent
Verne_ReisOmDeWereld	62	6	10	fm	sg	PER.misc	oppasser in een paardenspel
Verne_ReisOmDeWereld	62	8	10	n	sg	MISC	een paardenspel
Verne_ReisOmDeWereld	62	14	16	n	sg	OBJ	het trapèze
Verne_ReisOmDeWereld	62	18	19	f	sg	PER.nfic	Léotard
Verne_ReisOmDeWereld	62	23	24	f	sg	PER.nfic	Blondin
Verne_ReisOmDeWereld	62	30	32	n	sg	MISC	de gymnastiek
Verne_ReisOmDeWereld	62	39	41	n	pl	PKM.in	mijne talenten
Verne_ReisOmDeWereld	62	49	53	fm	pl	PER.misc	de pompiers te Parijs
Verne_ReisOmDeWereld	62	52	53	n	sg	LOC.bc	Parijs, Parijs, Parijs, deze groote hoofdstad, Parijs
Verne_ReisOmDeWereld	63	3	5	n	pl	OBJ	mijne papieren
Verne_ReisOmDeWereld	63	6	8	n	pl	OBJ	belangrijke brand-rapporten
Verne_ReisOmDeWereld	64	6	7	n	sg	LOC.land	Frankrijk
Verne_ReisOmDeWereld	65	41	43	n	sg	PKM.in	de hoop
Verne_ReisOmDeWereld	67	1	2	fm	sg	PER.misc	Men
Verne_ReisOmDeWereld	68	2	4	n	pl	PKM.in	goede berichten
Verne_ReisOmDeWereld	69	2	4	n	pl	PKM.in	mijne voorwaarden
Verne_ReisOmDeWereld	73	16	18	n	sg	OBJ	zijn vestjeszak
Verne_ReisOmDeWereld	73	19	22	n	sg	OBJ	ontzaglijk zilveren horloge
Verne_ReisOmDeWereld	78	5	7	n	sg	MISC	het verschil
Verne_ReisOmDeWereld	79	1	3	n	sg	MISC	dit oogenblik
Verne_ReisOmDeWereld	79	23	25	n	sg	PKM.in	mijn dienst
Verne_ReisOmDeWereld	80	12	14	n	sg	PKM.uit	zijn linkerhand
Verne_ReisOmDeWereld	80	14	16	n	sg	OBJ	zijn hoed, dien
Verne_ReisOmDeWereld	80	23	25	n	sg	OBJ	een automaat
Verne_ReisOmDeWereld	80	26	28	n	sg	PKM.uit	zijn hoofd
Verne_ReisOmDeWereld	80	31	33	n	sg	PKM.in	een woord
Verne_ReisOmDeWereld	81	2	4	n	sg	OBJ	de voordeur, haar
Verne_ReisOmDeWereld	81	23	25	fm	sg	PER.misc	zijn voorganger, die
Verne_ReisOmDeWereld	84	2	4	n	sg	PKM.in	de overtuiging, dat
Verne_ReisOmDeWereld	84	9	11	n	sg	PKM.in	zijn ideaal
Verne_ReisOmDeWereld	85	2	6	n	sg	PKM.in	mijn woord van eer
Verne_ReisOmDeWereld	85	5	6	n	sg	PKM.in	eer
Verne_ReisOmDeWereld	85	17	20	n	sg	PKM.in	zijne eerste verbazing
Verne_ReisOmDeWereld	85	29	31	n	sg	ORG.com	madame Tussaud, Madame Tussaud, een museum van wassenbeelden, dat
Verne_ReisOmDeWereld	85	31	32	n	pl	OBJ	poppen, die, de poppen
Verne_ReisOmDeWereld	86	4	7	fm	pl	PER.misc	de meeste lezers
Verne_ReisOmDeWereld	86	16	17	n	pl	OBJ	wassenbeelden
Verne_ReisOmDeWereld	86	21	22	fm	pl	PER.misc	Engelschen, die koelbloedige Engelschen, die, de Engelschen, hunne, der Engelschen, zij
Verne_ReisOmDeWereld	86	32	34	n	sg	MISC	de spraak
Verne_ReisOmDeWereld	86	36	38	fm	pl	PER.misc	wezenlijke menschen
Verne_ReisOmDeWereld	87	1	4	n	pl	MISC	de weinige oogenblikken, die
Verne_ReisOmDeWereld	88	9	14	n	sg	PKM.uit	een edel , schoon gelaat
Verne_ReisOmDeWereld	88	15	17	n	sg	PKM.in	hooge gestalte, die
Verne_ReisOmDeWereld	88	20	23	n	sg	PKM.in	eene zekere gezetheid
Verne_ReisOmDeWereld	88	27	37	n	sg	PKM.uit	blond van haar en baard met een effen rimpelloos voorhoofd, rood van kleur en met prachtige tanden
Verne_ReisOmDeWereld	88	33	37	n	sg	PKM.uit	een effen rimpelloos voorhoofd
Verne_ReisOmDeWereld	88	46	48	n	pl	PKM.uit	prachtige tanden
Verne_ReisOmDeWereld	89	9	13	fm	pl	PER.misc	de beoefenaars der gelaatkunde
Verne_ReisOmDeWereld	89	14	18	n	sg	PKM.in	de rust der beweging
Verne_ReisOmDeWereld	89	25	26	fm	pl	PER.misc	allen, die
Verne_ReisOmDeWereld	90	5	8	n	sg	PKM.in	een helderen blik
Verne_ReisOmDeWereld	90	9	11	n	pl	PKM.uit	onbeweeglijke wenkbrauwen
Verne_ReisOmDeWereld	90	23	24	fm	pl	PER.misc	men, hun
Verne_ReisOmDeWereld	90	27	29	n	sg	LOC.land	hun vaderland
Verne_ReisOmDeWereld	90	32	34	f	sg	PER.nfic	Angelica Kauffman, haar
Verne_ReisOmDeWereld	90	36	40	n	sg	OBJ	de schier academische figuur
Verne_ReisOmDeWereld	90	41	43	n	sg	OBJ	haar penseel
Verne_ReisOmDeWereld	91	2	5	n	pl	PKM.in	verschillende levenstoestanden gezien
Verne_ReisOmDeWereld	91	9	14	n	sg	PKM.in	den indruk van een wezen
Verne_ReisOmDeWereld	91	12	14	fm	sg	PER.misc	een wezen
Verne_ReisOmDeWereld	91	19	21	n	sg	MISC	volmaakt evenwicht
Verne_ReisOmDeWereld	91	27	33	n	sg	OBJ	een chronometer van Leroy of Earnskow
Verne_ReisOmDeWereld	91	30	33	n	sg	ORG.com	Leroy of Earnskow
Verne_ReisOmDeWereld	92	8	9	fm	sg	PER.misc	persoon
Verne_ReisOmDeWereld	92	19	21	n	pl	PKM.uit	zijne handen
Verne_ReisOmDeWereld	92	22	24	n	pl	PKM.uit	zijne voeten
Verne_ReisOmDeWereld	92	28	30	fm	sg	PER.misc	den mensch
Verne_ReisOmDeWereld	92	32	34	fm	sg	PER.misc	het dier
Verne_ReisOmDeWereld	92	35	37	n	pl	PKM.uit	de onderdeelen, organen
Verne_ReisOmDeWereld	92	41	43	n	pl	PKM.in	de hartstochten
Verne_ReisOmDeWereld	92	44	45	n	pl	PKM.in	neigingen
Verne_ReisOmDeWereld	93	6	9	m	pl	PER.misc	mathematisch nauwkeurige mannen, die, hunne, hunne
Verne_ReisOmDeWereld	93	21	23	n	pl	PKM.in	hunne schreden
Verne_ReisOmDeWereld	93	25	27	n	pl	PKM.in	hunne bewegingen
Verne_ReisOmDeWereld	94	10	13	n	sg	MISC	den kortsten weg
Verne_ReisOmDeWereld	95	7	9	n	sg	OBJ	het plafond
Verne_ReisOmDeWereld	95	12	14	n	sg	PKM.in	overtollige beweging
Verne_ReisOmDeWereld	96	0	1	fm	sg	PER.misc	Men
