# 2-1
4	in	O	-
5	de	O	-
6	dagen	O	-
7	onzer	O	-
8	dwaasheid	O	-
9	,	O	-
10	de	O	-
11	uitverkorenen	O	-
12	Gods	O	-
13	,	O	-
14	ja	O	-
15	God	O	-
16	zelf	O	-
17	.	O	-

# 4-19
0	Verstandig	-	-
1	zijn	-	-
2	we	-	-
3	nu	-	-
4	,	-	-
5	alweer	-	-
6	behalve	-	-
7	Bavink	-	-
8	en	-	-
9	we	-	-
10	kijken	-	-
11	mekaar	-	-
12	aan	-	-
13	en	-	-
14	glimlachen	-	-
15	en	-	-
16	ik	-	-
17	zeg	-	-
18	tegen	-	-
19	Hoyer	-	-
20	:	-	-
21	"	-	-
22	we	-	-
23	zijn	-	-
24	er	-	-
25	niet	-	-
26	op	-	-
27	vooruit	-	-
28	gegaan	-	-
29	.	-	-
30	"	-	-

# 4-20
0	Maar	O	-
1	Hoyer	B-AGENT	2,9,20,23
2	is	REALIS	-
3	al	O	-
4	te	O	-
5	ver	O	-
6	heen	O	-
7	,	O	-
8	hij	O	-
9	begint	REALIS	-
10	bij	O	-
11	de	O	-
12	bonzen	O	-
13	van	O	-
14	de	O	-
15	S.	O	-
16	D.	O	-
17	A.	O	-
18	P.	O	-
19	te	O	-
20	hooren	REALIS	-
21	,	O	-
22	en	O	-
23	maakt	REALIS	-
24	een	B-PATIENT	23
25	gebaar	I-PATIENT	23
26	van	I-PATIENT	23
27	twijfel	I-PATIENT	23
28	met	O	-
29	z'n	O	-
30	handen	O	-
31	en	O	-
32	z'n	O	-
33	schouders	O	-
34	.	O	-

# 4-21
0	Wat	-	-
1	we	-	-
2	eigenlijk	-	-
3	doen	-	-
4	zouden	-	-
5	is	-	-
6	ons	-	-
7	nooit	-	-
8	duidelijk	-	-
9	geweest	-	-
10	.	-	-

# 4-22
0	Iets	O	-
1	zouden	O	-
2	we	B-AGENT	3
3	doen	IRREALIS	-
4	.	O	-

# 4-23
0	Bekker	B-AGENT	1
1	had	REALIS	-
2	een	O	-
3	vaag	O	-
4	besef	O	-
5	dat	O	-
6	-ie	B-AGENT	10
7	alle	O	-
8	kantoren	O	-
9	wilde	O	-
10	afbreken	IRREALIS	-
11	,	O	-
12	Ploeger	B-AGENT	25,33
13	wilde	O	-
14	zijn	B-AGENT	20
15	baas	I-AGENT	20
16	z'n	B-PATIENT	20
17	eigen	I-PATIENT	20
18	klokken	I-PATIENT	20
19	laten	O	-
20	inpakken	IRREALIS	-
21	en	O	-
22	er	O	-
23	bij	O	-
24	gaan	O	-
25	staan	IRREALIS	-
26	met	O	-
27	een	O	-
28	sigaar	O	-
29	in	O	-
30	z'n	O	-
31	hoofd	O	-
32	en	O	-
33	vloeken	IRREALIS	-
34	op	O	-
35	die	B-AGENT	42
36	kerels	I-AGENT	42
37	die	O	-
38	nooit	O	-
39	iets	O	-
40	goed	O	-
41	konden	O	-
42	doen	IRREALIS	-
43	.	O	-

# 4-24
0	Eéns	O	-
1	waren	REALIS	-
2	we	B-AGENT	1
3	't	O	-
4	,	O	-
5	dat	O	-
6	we	B-AGENT	10
7	"	O	-
8	eruit	O	-
9	"	O	-
10	moesten	REALIS	-
11	.	O	-

# 4-25
0	Waaruit	O	-
1	,	O	-
2	en	O	-
3	hoe	O	-
4	?	O	-

# 4-26
0	Eigenlijk	-	-
1	deden	-	-
2	we	-	-
3	niets	-	-
4	anders	-	-
5	dan	-	-
6	praten	-	-
7	,	-	-
8	rooken	-	-
9	,	-	-
10	drinken	-	-
11	en	-	-
12	boeken	-	-
13	lezen	-	-
14	.	-	-

# 4-27
0	Bavink	-	-
1	vrijde	-	-
2	bovendien	-	-
3	nog	-	-
4	met	-	-
5	Lien	-	-
6	.	-	-

# 4-28
0	Achteraf	O	-
1	bedenk	REALIS	-
2	ik	B-AGENT	1
3	,	O	-
4	dat	O	-
5	we	B-AGENT	10,15
6	een	O	-
7	prachtig	O	-
8	stel	O	-
9	kerels	O	-
10	geweest	IRREALIS	-
11	waren	O	-
12	om	O	-
13	rijk	O	-
14	te	O	-
15	zijn	IRREALIS	-
16	,	O	-
17	maar	O	-
18	"	O	-
19	centen	O	-
20	hebben	O	-
21	"	O	-
22	vonden	REALIS	-
23	we	B-AGENT	22
24	verachtelijk	O	-
25	;	O	-
26	alleen	O	-
27	Hoyer	B-AGENT	28,35
28	begon	REALIS	-
29	daar	O	-
30	vrij	O	-
31	gauw	O	-
32	anders	O	-
33	over	O	-
34	te	O	-
35	denken	REALIS	-
36	.	O	-

# 4-29
0	Bavink	B-AGENT	1
1	begreep	IRREALIS	-
2	niet	O	-
3	,	O	-
4	waarom	O	-
5	die	B-AGENT	12,16,20
6	kerels	I-AGENT	12,16,20
7	zoo	O	-
8	maar	O	-
9	in	O	-
10	rijtuigen	O	-
11	mochten	O	-
12	rijden	REALIS	-
13	en	O	-
14	dure	B-PATIENT	16
15	jassen	I-PATIENT	16
16	aanhebben	REALIS	-
17	en	O	-
18	andere	O	-
19	lui	O	-
20	commandeeren	REALIS	-
21	,	O	-
22	die	O	-
23	niet	O	-
24	stommer	O	-
25	waren	IRREALIS	-
26	dan	O	-
27	zij	B-AGENT	25
28	.	O	-

# 4-30
0	Automobielen	B-PATIENT	1
1	zag	IRREALIS	-
2	je	B-AGENT	1
3	toen	O	-
4	zoo	O	-
5	nog	O	-
6	niet	O	-
7	.	O	-

# 5-1
0	Heele	O	-
1	zomernachten	O	-
2	stonden	REALIS	-
3	we	B-AGENT	2,11,16
4	tegen	O	-
5	't	O	-
6	hek	O	-
7	van	O	-
8	't	O	-
9	Oosterpark	O	-
10	te	O	-
11	leunen	REALIS	-
12	en	O	-
13	honderd	O	-
14	uit	O	-
15	te	O	-
16	boomen	REALIS	-
17	.	O	-

# 5-2
0	Een	-	-
1	heel	-	-
2	kamerameublement	-	-
3	zou	-	-
4	je	-	-
5	daaraan	-	-
6	hebben	-	-
7	kunnen	-	-
8	verdienen	-	-
9	,	-	-
10	als	-	-
11	je	-	-
12	dat	-	-
13	allemaal	-	-
14	had	-	-
15	kunnen	-	-
16	onthouden	-	-
17	.	-	-

# 5-3
0	Er	O	-
1	wordt	O	-
2	toch	O	-
3	zooveel	O	-
4	geschreven	REALIS	-
5	tegenwoordig	O	-
6	.	O	-

# 6-1
0	Dikwijls	O	-
1	waren	REALIS	-
2	we	B-AGENT	1
3	ook	O	-
4	minder	O	-
5	spraakzaam	O	-
6	.	O	-

# 6-2
0	Aan	O	-
1	den	O	-
2	rand	O	-
3	van	O	-
4	't	O	-
5	trottoir	O	-
6	zaten	REALIS	-
7	we	B-AGENT	6,19,22
8	tot	O	-
9	lang	O	-
10	na	O	-
11	twaalven	O	-
12	,	O	-
13	zoo	O	-
14	maar	O	-
15	op	O	-
16	de	O	-
17	straatsteenen	O	-
18	en	O	-
19	waren	REALIS	-
20	weemoedig	O	-
21	en	O	-
22	tuurden	REALIS	-
23	naar	O	-
24	de	O	-
25	klinkers	O	-
26	,	O	-
27	en	O	-
28	van	O	-
29	de	O	-
30	klinkers	O	-
31	naar	O	-
32	de	O	-
33	sterren	O	-
34	.	O	-

# 6-3
0	En	O	-
1	dan	O	-
2	zei	REALIS	-
3	Bekker	B-AGENT	2,12
4	,	O	-
5	dat	O	-
6	-ie	O	-
7	eigenlijk	O	-
8	medelijden	O	-
9	met	O	-
10	z'n	O	-
11	baas	O	-
12	had	REALIS	-
13	en	O	-
14	ik	B-AGENT	19
15	probeerde	O	-
16	een	B-PATIENT	19
17	gedicht	I-PATIENT	19
18	te	O	-
19	maken	IRREALIS	-
20	,	O	-
21	en	O	-
22	Hoyer	B-AGENT	23,27
23	zei	REALIS	-
24	,	O	-
25	dat	O	-
26	-ie	O	-
27	opstond	REALIS	-
28	want	O	-
29	dat	O	-
30	die	B-AGENT	34
31	blauwe	I-AGENT	34
32	steen	I-AGENT	34
33	zoo	O	-
34	optrok	REALIS	-
35	.	O	-

# 6-4
0	En	O	-
1	als	O	-
2	in	O	-
3	die	O	-
4	korte	O	-
5	,	O	-
6	zoele	O	-
7	nachten	O	-
8	het	O	-
9	zwart	O	-
10	recht	O	-
11	boven	O	-
12	onze	O	-
13	hoofden	O	-
14	wat	O	-
15	verschoot	IRREALIS	-
16	,	O	-
17	dan	O	-
18	zat	REALIS	-
19	Bavink	B-AGENT	18,31
20	met	O	-
21	z'n	O	-
22	hoofd	O	-
23	in	O	-
24	z'n	O	-
25	handen	O	-
26	,	O	-
27	over	O	-
28	de	O	-
29	zon	O	-
30	te	O	-
31	praten	REALIS	-
32	,	O	-
33	bij	O	-
34	't	O	-
35	sentimenteele	O	-
36	af	O	-
37	.	O	-

# 6-5
0	En	O	-
1	we	B-AGENT	2,10
2	vonden	REALIS	-
3	dat	O	-
4	't	O	-
5	zonde	O	-
6	was	REALIS	-
7	naar	O	-
8	bed	O	-
9	te	O	-
10	gaan	REALIS	-
11	,	O	-
12	dat	O	-
13	een	B-AGENT	20
14	mensch	I-AGENT	20
15	eigenlijk	O	-
16	altijd	O	-
17	op	O	-
18	moest	O	-
19	kunnen	O	-
20	blijven	IRREALIS	-
21	.	O	-

# 6-6
0	Ook	O	-
1	dat	O	-
2	zouden	O	-
3	we	B-AGENT	4
4	veranderen	IRREALIS	-
5	.	O	-

# 6-7
0	Kees	B-AGENT	1,3
1	zat	REALIS	-
2	te	O	-
3	slapen	REALIS	-
4	.	O	-

# 7-1
0	En	O	-
1	dan	O	-
2	gingen	O	-
3	we	B-AGENT	7
4	de	B-AGENT	8
5	zon	I-AGENT	8
6	op	O	-
7	zien	REALIS	-
8	komen	REALIS	-
9	aan	O	-
10	de	O	-
11	Zuiderzee	O	-
12	,	O	-
13	behalve	O	-
14	Kees	B-AGENT	19
15	,	O	-
16	die	O	-
17	naar	O	-
18	huis	O	-
19	ging	REALIS	-
20	.	O	-

# 7-2
0	Hoyer	B-AGENT	1
1	klaagde	REALIS	-
2	over	O	-
3	de	O	-
4	kou	O	-
5	,	O	-
6	maar	O	-
7	Bavink	B-AGENT	10
8	en	I-AGENT	10
9	Bekker	I-AGENT	10
10	wisten	IRREALIS	-
11	nergens	O	-
12	van	O	-
13	.	O	-

# 7-3
0	Die	B-AGENT	1,15
1	zaten	REALIS	-
2	op	O	-
3	de	O	-
4	steenen	O	-
5	onder	O	-
6	aan	O	-
7	den	O	-
8	zeedijk	O	-
9	met	O	-
10	de	O	-
11	oogen	O	-
12	half	O	-
13	dicht	O	-
14	en	O	-
15	keken	REALIS	-
16	tusschen	O	-
17	hun	O	-
18	oogharen	O	-
19	door	O	-
20	naar	O	-
21	de	B-PATIENT	31
22	dansende	I-PATIENT	31
23	gouden	I-PATIENT	31
24	pijltjes	I-PATIENT	31
25	die	O	-
26	de	B-AGENT	31
27	zon	I-AGENT	31
28	in	O	-
29	't	O	-
30	water	O	-
31	maakte	REALIS	-
32	.	O	-

# 7-4
0	Stapelmal	O	-
1	werd	REALIS	-
2	Bavink	B-AGENT	1
3	er	O	-
4	van	O	-
5	.	O	-

# 7-5
0	Naar	O	-
1	de	O	-
2	zon	O	-
3	loopen	IRREALIS	-
4	wilde	O	-
5	-ie	B-AGENT	3
6	over	O	-
7	de	O	-
8	lange	O	-
9	,	O	-
10	lange	O	-
11	schitterende	O	-
12	streep	O	-
13	.	O	-

# 7-6
0	Maar	O	-
1	aan	O	-
2	den	O	-
3	kant	O	-
4	van	O	-
5	't	O	-
6	water	O	-
7	bleef	REALIS	-
8	-ie	B-AGENT	7
9	toch	O	-
10	maar	O	-
11	staan	O	-
12	.	O	-

# 7-7
0	Ik	B-AGENT	1
1	herinner	REALIS	-
2	me	O	-
3	,	O	-
4	dat	O	-
5	we	B-AGENT	17
6	,	O	-
7	Bavink	O	-
8	en	O	-
9	ik	O	-
10	,	O	-
11	eens	O	-
12	op	O	-
13	een	O	-
14	keer	O	-
15	aan	O	-
16	zee	O	-
17	kwamen	REALIS	-
18	,	O	-
19	toen	O	-
20	de	B-AGENT	31
21	halve	I-AGENT	31
22	zon	I-AGENT	31
23	groot	O	-
24	,	O	-
25	koud	O	-
26	en	O	-
27	rood	O	-
28	aan	O	-
29	de	O	-
30	kim	O	-
31	stond	REALIS	-
32	.	O	-

# 7-8
0	Bavink	B-AGENT	1,9,17
1	sloeg	REALIS	-
2	met	O	-
3	z'n	O	-
4	vuist	O	-
5	tegen	O	-
6	z'n	B-PATIENT	1
7	voorhoofd	I-PATIENT	1
8	en	O	-
9	vloekte	REALIS	-
10	:	O	-
11	"	O	-
12	God	O	-
13	,	O	-
14	God	O	-
15	,	O	-
16	dat	O	-
17	schilder	IRREALIS	-
18	ik	O	-
19	nooit	O	-
20	.	O	-

# 7-9
0	Dat	O	-
1	kan	IRREALIS	-
2	ik	B-AGENT	1
3	nooit	O	-
4	.	O	-
5	"	O	-

# 7-10
0	Nu	O	-
1	zit	REALIS	-
2	-ie	B-AGENT	1
3	in	O	-
4	een	O	-
5	gesticht	O	-
6	.	O	-

# 7-11
0	Als	O	-
1	we	B-AGENT	2
2	teruggingen	REALIS	-
3	,	O	-
4	konden	O	-
5	we	B-AGENT	10
6	een	O	-
7	heelen	O	-
8	tijd	O	-
9	niets	O	-
10	zien	REALIS	-
11	dan	O	-
12	gele	O	-
13	vlekken	O	-
14	en	O	-
15	voor	O	-
16	onze	O	-
17	bazen	O	-
18	waren	REALIS	-
19	zulke	B-AGENT	18
20	tochten	I-AGENT	18
21	heel	O	-
22	slecht	O	-
23	.	O	-

# 7-12
0	Want	O	-
1	ik	B-AGENT	2
2	was	REALIS	-
3	er	O	-
4	op	O	-
5	kantoor	O	-
6	nog	O	-
7	slaperig	O	-
8	van	O	-
9	en	O	-
10	Bekker	B-AGENT	16,18,26,42,51
11	,	O	-
12	die	O	-
13	er	O	-
14	beter	O	-
15	tegen	O	-
16	kon	REALIS	-
17	,	O	-
18	zat	REALIS	-
19	den	O	-
20	geheelen	O	-
21	dag	O	-
22	over	O	-
23	de	O	-
24	zon	O	-
25	te	O	-
26	suffen	REALIS	-
27	en	O	-
28	meer	O	-
29	dan	O	-
30	ooit	O	-
31	naar	O	-
32	de	O	-
33	verlichte	O	-
34	boomtoppen	O	-
35	aan	O	-
36	de	O	-
37	overzij	O	-
38	van	O	-
39	de	O	-
40	tuinen	O	-
41	te	O	-
42	staren	REALIS	-
43	en	O	-
44	erger	O	-
45	dan	O	-
46	ooit	O	-
47	naar	O	-
48	zes	O	-
49	uur	O	-
50	te	O	-
51	verlangen	REALIS	-
52	.	O	-

# 8-1
0	Waar	-	-
1	we	-	-
2	ook	-	-
3	heel	-	-
4	sterk	-	-
5	in	-	-
6	waren	-	-
7	,	-	-
8	dat	-	-
9	waren	-	-
10	,	-	-
11	na	-	-
12	kantoor	-	-
13	,	-	-
14	tochten	-	-
15	naar	-	-
16	den	-	-
17	Ringdijk	-	-
18	.	-	-

# 8-2
0	Daar	O	-
1	zaten	REALIS	-
2	we	B-AGENT	1
3	in	O	-
4	't	O	-
5	gras	O	-
6	tusschen	O	-
7	de	O	-
8	boterbloemetjes	O	-
9	beneden	O	-
10	aan	O	-
11	den	O	-
12	dijk	O	-
13	en	O	-
14	dan	O	-
15	kwamen	REALIS	-
16	de	B-AGENT	15,24
17	nieuwsgierige	I-AGENT	15,24
18	koeien	I-AGENT	15,24
19	met	O	-
20	hun	O	-
21	groote	O	-
22	oogen	O	-
23	en	O	-
24	keken	REALIS	-
25	naar	O	-
26	ons	O	-
27	en	O	-
28	wij	B-AGENT	29
29	keken	REALIS	-
30	naar	O	-
31	de	O	-
32	koeien	O	-
33	.	O	-

# 8-3
0	En	O	-
1	dan	O	-
2	kon	REALIS	-
3	je	B-AGENT	2
4	ervan	O	-
5	opaan	O	-
6	,	O	-
7	dat	O	-
8	Bavink	B-AGENT	11
9	over	O	-
10	Lien	O	-
11	begon	REALIS	-
12	.	O	-

# 8-4
0	Op	-	-
1	de	-	-
2	een	-	-
3	of	-	-
4	andere	-	-
5	manier	-	-
6	moeten	-	-
7	die	-	-
8	koeienoogen	-	-
9	daar	-	-
10	iets	-	-
11	mee	-	-
12	uit	-	-
13	te	-	-
14	staan	-	-
15	gehad	-	-
16	hebben	-	-
17	.	-	-

# 8-5
0	En	O	-
1	dan	O	-
2	begon	O	-
3	't	O	-
4	te	O	-
5	schemeren	REALIS	-
6	,	O	-
7	de	B-AGENT	10
8	kikkers	I-AGENT	10
9	gingen	O	-
10	kwaken	REALIS	-
11	,	O	-
12	één	B-AGENT	13
13	ging	REALIS	-
14	er	O	-
15	vreeselijk	O	-
16	te	O	-
17	keer	O	-
18	,	O	-
19	vlak	O	-
20	bij	O	-
21	mijn	O	-
22	schoen	O	-
23	,	O	-
24	m'n	B-AGENT	27
25	eene	I-AGENT	27
26	voet	I-AGENT	27
27	lag	REALIS	-
28	bijna	O	-
29	in	O	-
30	de	O	-
31	sloot	O	-
32	.	O	-

# 8-6
0	Andere	O	-
1	hoorde	REALIS	-
2	je	B-AGENT	1
3	zachtjes	O	-
4	,	O	-
5	ver	O	-
6	,	O	-
7	heel	O	-
8	ver	O	-
9	weg	O	-
10	.	O	-

# 8-7
0	Een	B-AGENT	18
1	koe	I-AGENT	18
2	,	O	-
3	die	O	-
4	je	B-AGENT	8
5	nauwelijks	O	-
6	meer	O	-
7	kon	O	-
8	zien	REALIS	-
9	in	O	-
10	de	O	-
11	halve	O	-
12	duisternis	O	-
13	,	O	-
14	hoorde	REALIS	-
15	je	B-AGENT	14
16	't	B-PATIENT	18
17	gras	I-PATIENT	18
18	afschuren	REALIS	-
19	.	O	-

# 8-8
0	In	O	-
1	de	O	-
2	verte	O	-
3	begon	REALIS	-
4	er	O	-
5	een	O	-
6	klagelijk	O	-
7	te	O	-
8	loeien	REALIS	-
9	.	O	-

# 8-9
0	Een	B-AGENT	2
1	paard	I-AGENT	2
2	holde	REALIS	-
3	heen	O	-
4	en	O	-
5	weer	O	-
6	,	O	-
7	je	B-AGENT	8,11
8	hoorde	REALIS	-
9	't	O	-
10	maar	O	-
11	zag	IRREALIS	-
12	't	O	-
13	niet	O	-
14	.	O	-

# 8-10
0	De	B-AGENT	4,6
1	koe	I-AGENT	4,6
2	bij	I-AGENT	4,6
3	ons	I-AGENT	4,6
4	blies	REALIS	-
5	en	O	-
6	werd	REALIS	-
7	onrustig	O	-
8	.	O	-

# 8-11
0	Bekker	B-AGENT	1
1	zei	REALIS	-
2	:	O	-
3	"	O	-
4	't	O	-
5	Is	REALIS	-
6	hier	O	-
7	goeie	O	-
8	.	O	-

# 8-12
0	Zoo	-	-
1	moest	-	-
2	't	-	-
3	maar	-	-
4	blijven	-	-
5	.	-	-
6	"	-	-

# 8-13
0	Bavink	B-AGENT	1,4,9,15,17
1	stond	REALIS	-
2	overeind	O	-
3	en	O	-
4	breidde	REALIS	-
5	z'n	B-PATIENT	4
6	armen	I-PATIENT	4
7	uit	O	-
8	en	O	-
9	luisterde	REALIS	-
10	,	O	-
11	en	O	-
12	ging	O	-
13	daarna	O	-
14	weer	O	-
15	zitten	REALIS	-
16	en	O	-
17	zei	REALIS	-
18	dat	O	-
19	we	B-AGENT	26
20	der	O	-
21	ook	O	-
22	nooit	O	-
23	iets	O	-
24	van	O	-
25	zouden	O	-
26	snappen	IRREALIS	-
27	,	O	-
28	hij	B-AGENT	26
29	zelf	O	-
30	ook	O	-
31	niet	O	-
32	,	O	-
33	en	O	-
34	dat	O	-
35	we	B-AGENT	40
36	eigenlijk	O	-
37	niet	O	-
38	veel	O	-
39	beter	O	-
40	waren	IRREALIS	-
41	dan	O	-
42	al	O	-
43	die	O	-
44	andere	O	-
45	lui	O	-
46	,	O	-
47	en	O	-
48	ik	B-AGENT	49
49	geloof	REALIS	-
50	,	O	-
51	dat	O	-
52	-ie	B-AGENT	59
53	daar	O	-
54	heel	O	-
55	na	O	-
56	aan	O	-
57	de	O	-
58	waarheid	O	-
59	was	IRREALIS	-
60	.	O	-

# 9-1
0	Neen	-	-
1	,	-	-
2	we	-	-
3	deden	-	-
4	eigenlijk	-	-
5	niets	-	-
6	.	-	-

# 9-2
0	Ons	O	-
1	werk	O	-
2	op	O	-
3	kantoor	O	-
4	deden	REALIS	-
5	we	B-AGENT	4
6	niet	O	-
7	al	O	-
8	te	O	-
9	best	O	-
10	,	O	-
11	en	O	-
12	onze	O	-
13	bazen	O	-
14	verachtten	REALIS	-
15	we	B-AGENT	14
16	,	O	-
17	behalve	O	-
18	Bavink	B-AGENT	25,28
19	en	I-AGENT	25,28
20	Hoyer	I-AGENT	25,28
21	,	O	-
22	die	O	-
23	geen	O	-
24	bazen	O	-
25	hadden	IRREALIS	-
26	en	O	-
27	niet	O	-
28	begrepen	IRREALIS	-
29	,	O	-
30	waarom	O	-
31	we	B-AGENT	38
32	iederen	O	-
33	dag	O	-
34	weer	O	-
35	naar	O	-
36	die	O	-
37	bazen	O	-
38	toegingen	REALIS	-
39	.	O	-

# 10-1
0	We	B-AGENT	1
1	wachtten	REALIS	-
2	maar	O	-
3	.	O	-

# 10-2
0	Waarop	-	-
1	?	-	-

# 10-3
0	Dat	-	-
1	hebben	-	-
2	we	-	-
3	nooit	-	-
4	geweten	-	-
5	.	-	-

# 10-4
0	Bekker	B-AGENT	1
1	zei	REALIS	-
2	:	O	-
3	"	O	-
4	Op	O	-
5	't	O	-
6	koninkrijk	O	-
7	Gods	O	-
8	.	O	-
9	"	O	-

# 10-5
0	Dat	O	-
1	wil	O	-
2	zeggen	IRREALIS	-
3	,	O	-
4	dat	O	-
5	heeft	O	-
6	-ie	B-AGENT	9
7	een	O	-
8	keer	O	-
9	gezegd	REALIS	-
10	zonder	O	-
11	zich	B-AGENT	14
12	nader	O	-
13	te	O	-
14	verklaren	IRREALIS	-
15	.	O	-

# 10-6
0	Bavink	B-AGENT	1
1	had	REALIS	-
2	't	O	-
3	altijd	O	-
4	over	O	-
5	"	O	-
6	het	B-AGENT	14
7	einde	I-AGENT	14
8	,	O	-
9	dat	O	-
10	meteen	O	-
11	't	O	-
12	begin	O	-
13	zou	O	-
14	wezen	IRREALIS	-
15	.	O	-
16	"	O	-

# 10-7
0	Wij	B-AGENT	1,7
1	vonden	REALIS	-
2	dat	O	-
3	allemaal	O	-
4	volkomen	O	-
5	duidelijk	O	-
6	en	O	-
7	weidden	IRREALIS	-
8	er	O	-
9	niet	O	-
10	verder	O	-
11	over	O	-
12	uit	O	-
13	.	O	-

# 11-1
0	II	O	-
1	.	O	-

# 12-1
0	Op	O	-
1	den	B-PATIENT	5
2	zolder	I-PATIENT	5
3	van	I-PATIENT	5
4	Kees	I-PATIENT	5
5	kwamen	REALIS	-
6	we	B-AGENT	5
7	dien	O	-
8	zomer	O	-
9	bijna	O	-
10	iederen	O	-
11	avond	O	-
12	bij	O	-
13	elkaar	O	-
14	.	O	-

# 12-2
0	Kees	-	-
1	had	-	-
2	ook	-	-
3	een	-	-
4	"	-	-
5	hok	-	-
6	"	-	-
7	moeten	-	-
8	hebben	-	-
9	.	-	-

# 12-3
0	Zijn	B-AGENT	2,10
1	hok	I-AGENT	2,10
2	was	REALIS	-
3	't	O	-
4	grootste	O	-
5	en	O	-
6	voor	O	-
7	allen	O	-
8	makkelijk	O	-
9	te	O	-
10	bereiken	REALIS	-
11	.	O	-

# 12-4
